NDomain	NNode	Time(ms)
1	21	1.23012
5	44	3.13044
5	45	2.3903
1	36	2.91351
1	42	4.10886
1	34	2.26835
1	26	1.8562
1	37	3.08466
5	71	5.88942
5	83	6.77909
5	57	4.45947
5	72	5.56765
5	78	5.81124
1	14	0.637315
5	23	1.57048
1	17	0.896486
5	26	1.41529
0	17	0.214342
5	26	1.26973
1	42	3.29786
1	21	1.03748
5	28	1.50578
5	33	2.39458
1	20	0.780056
1	17	0.671584
1	17	0.555304
3	25	1.2209
3	26	1.15642
3	18	1.00253
1	15	0.590964
1	18	0.689985
1	12	0.603184
5	28	2.24183
5	49	5.03072
5	52	4.55438
5	45	4.25475
5	43	3.98683
5	45	4.47307
5	58	4.48139
5	38	2.56801
5	31	1.92131
5	36	2.40457
5	32	1.89703
5	38	2.37487
1	37	3.04531
1	26	1.27783
1	24	1.51601
5	55	4.04015
5	35	3.14823
5	42	3.42042
1	21	1.43534
1	27	1.57535
1	29	2.24695
1	35	3.26827
1	22	1.83403
5	38	2.83395
5	38	2.74112
5	54	5.10293
5	57	4.55893
1	38	3.33168
1	35	2.86147
1	45	3.84564
1	29	1.92736
1	35	3.20955
1	42	4.65541
1	45	5.16476
1	31	2.95534
1	22	1.00936
1	17	1.02876
1	17	0.884326
1	14	1.3954
1	12	0.849475
1	33	2.6558
1	19	1.26097
1	19	1.29547
1	25	2.18382
1	25	2.21394
1	23	2.03916
1	29	2.62775
1	19	1.27542
5	40	2.83738
5	37	3.48004
5	50	3.87775
5	52	4.24293
5	35	1.95427
5	51	3.8184
5	47	2.8258
5	49	2.44576
5	40	2.29493
1	49	2.91129
1	28	1.70816
5	51	3.68454
5	50	3.74198
1	22	1.40847
1	16	1.13824
1	21	1.32846
5	39	3.19862
5	39	2.34729
5	37	2.30423
3	32	1.31396
1	18	0.769806
1	17	0.606804
1	17	0.536113
1	24	1.09501
1	20	0.964287
1	19	1.04053
5	38	2.4655
5	42	1.94854
1	30	2.02402
1	36	3.67185
1	32	3.17018
5	55	5.58739
5	53	4.78565
1	27	2.14261
1	22	1.64559
5	49	4.54975
5	63	5.82686
5	56	3.65026
5	62	4.02408
2	48	3.56027
1	31	2.96203
1	41	4.13995
1	37	3.64525
1	40	4.04408
1	36	2.86285
1	41	2.86543
1	14	0.544824
1	20	0.733715
1	24	1.11057
1	34	2.17132
5	55	3.85283
1	28	1.70085
5	46	2.56755
5	30	1.94595
1	27	1.37048
5	41	2.37456
5	44	2.77121
5	32	1.91059
5	31	1.56932
5	44	3.10855
3	23	1.02925
5	42	2.07784
5	43	1.75715
3	30	1.15388
3	24	1.04032
1	31	1.75588
1	36	2.18086
5	55	3.41651
1	31	1.98228
1	28	1.4777
5	44	2.43261
5	48	2.62797
1	36	1.84896
5	43	2.85476
5	49	2.98751
1	37	2.02201
5	50	2.83053
1	32	1.45265
1	27	1.33059
1	17	0.566984
1	14	0.542173
5	28	1.63647
1	18	0.732765
1	38	2.26248
1	18	0.496783
1	16	0.567164
1	18	0.574774
1	17	0.537493
1	20	0.567774
1	18	0.555884
3	11	0.890286
1	18	0.672034
3	13	0.860916
3	12	0.916956
1	14	0.567494
1	15	0.471203
1	10	0.792496
1	11	0.455633
1	12	0.500203
1	19	0.581454
1	16	0.567863
1	15	0.574414
1	9	0.485113
1	19	0.671024
1	22	0.878626
1	18	0.504883
1	17	0.385523
1	19	0.619194
1	23	1.3692
1	22	0.892126
3	19	0.936656
1	9	0.482393
1	13	0.532364
1	14	0.592124
5	54	3.02273
5	45	2.29076
1	27	1.68967
5	48	2.37084
5	53	3.13389
5	29	1.29164
5	52	2.39653
2	41	1.6111
1	33	1.73294
5	49	2.85999
5	53	3.5951
1	28	1.44398
5	53	3.30464
5	54	2.63151
5	52	2.40782
2	36	1.58405
1	14	0.523383
1	26	1.61876
1	18	0.483053
1	19	0.377572
1	14	0.305502
1	13	0.389743
1	12	0.463453
1	13	0.450833
1	12	0.443873
1	17	0.573224
1	17	0.564504
1	14	1.10515
1	14	0.680225
1	12	0.705264
1	13	0.725185
1	11	0.729675
1	14	0.720395
1	10	0.660194
5	41	3.65177
5	39	2.6861
5	40	2.1865
1	24	1.54903
1	22	1.55301
1	15	0.700975
1	13	0.622864
1	18	0.878826
1	17	0.630904
1	20	0.839896
5	23	1.08532
5	18	0.960576
5	20	0.848246
1	14	0.477693
1	14	0.487813
1	13	0.472783
1	25	0.646145
1	16	0.445383
5	43	3.00779
5	47	3.28754
1	20	0.964437
5	27	1.45573
1	21	0.990157
1	19	0.937886
1	19	1.11393
1	21	1.41094
1	22	1.04296
1	15	0.410873
5	45	2.03944
5	23	0.783575
5	48	2.80368
5	47	3.07398
5	50	2.89515
1	21	0.703044
1	13	0.370933
1	18	0.704244
1	16	0.756255
1	19	0.830806
5	41	2.1943
5	46	2.26555
1	20	1.0196
1	21	1.068
1	18	0.655794
1	24	1.17345
1	25	1.4361
1	17	0.697444
1	18	1.14244
5	36	2.24383
5	42	1.87047
5	35	2.15172
5	27	2.06553
1	27	1.54761
5	48	2.71418
5	36	1.9435
5	42	2.54121
5	47	2.37384
1	31	1.6562
5	28	1.69073
5	37	2.26011
5	40	2.32055
5	43	1.96487
5	16	1.41065
1	26	1.21307
1	34	1.53472
1	29	1.47115
1	28	1.548
5	35	1.93306
5	37	1.52418
5	34	1.39855
5	32	1.42758
5	39	1.36223
1	29	1.32713
5	41	1.76141
5	43	1.75265
5	35	1.25011
5	42	1.43987
5	35	1.77048
5	36	1.7137
1	27	1.22776
5	40	1.61352
1	33	1.19108
1	21	0.574874
1	19	0.488523
1	18	0.470873
5	42	1.87935
1	17	0.480003
5	17	0.927576
1	10	0.406213
1	12	0.403303
1	9	0.360862
1	17	0.449293
1	16	0.429813
1	13	0.418273
5	46	2.97367
2	26	1.32542
1	12	0.335713
1	14	0.589163
5	42	2.86068
5	27	1.57681
5	46	3.23256
5	45	3.28814
1	23	1.32955
1	18	0.915086
5	27	1.87168
1	27	1.8401
1	21	1.4602
5	45	3.33833
5	18	1.44183
5	26	1.86429
5	38	2.31385
5	13	0.950616
5	38	2.51325
5	20	1.2387
1	24	1.59073
1	23	1.40723
5	51	3.64678
5	46	3.1019
5	47	3.12302
5	44	2.66614
5	48	3.03335
5	42	2.51906
5	44	2.47035
5	50	2.96273
1	31	1.66204
1	24	1.30403
1	23	1.48615
5	31	1.81202
5	35	2.43612
5	39	2.29579
5	39	2.44033
5	41	2.75761
5	42	2.56801
5	38	1.76324
5	38	2.41959
5	40	2.07972
5	38	1.85011
1	19	0.550394
1	17	0.438943
1	22	0.613594
1	20	0.581474
5	42	1.94234
1	14	0.470713
1	16	0.486113
1	14	0.451033
1	14	0.444443
5	17	0.836085
5	25	0.850856
1	8	0.422823
1	15	0.418422
1	24	0.873116
5	27	1.29558
5	22	1.1318
1	22	0.844946
5	21	1.10079
5	25	0.942056
5	25	0.986847
5	25	1.07836
5	23	0.892356
5	23	1.01519
1	16	0.717394
5	40	1.90568
5	35	1.83812
5	34	1.32243
5	41	1.86399
5	40	1.79962
1	12	0.370643
1	14	0.353942
1	15	0.464863
5	38	1.56779
1	10	0.349433
1	12	0.321872
1	6	0.316722
1	6	0.290622
1	9	0.302812
1	12	0.377182
1	12	0.519444
1	20	0.723235
1	16	0.616534
1	17	0.649184
5	27	1.41678
5	26	1.73806
1	13	0.393122
2	19	0.675115
1	14	0.565344
1	26	0.809965
1	5	0.346642
1	10	0.416873
1	1	0.242072
1	8	0.377132
1	11	0.419833
1	5	0.310022
1	12	0.505653
1	11	0.408743
1	8	0.382772
1	12	0.372843
1	11	0.361972
1	10	0.352873
1	9	0.405442
1	4	0.404062
5	34	1.45408
5	32	1.22273
2	24	0.629174
5	31	1.27785
5	29	1.11429
1	17	0.519063
1	7	0.325972
2	12	0.664275
5	17	0.754675
1	11	0.345152
5	13	0.959326
5	22	1.1818
5	27	1.11325
1	11	0.450433
1	10	0.327802
1	12	0.360883
1	13	0.466873
1	14	0.397173
1	15	0.502643
2	13	0.667474
5	12	0.648535
5	19	0.751145
5	12	1.7616
1	8	0.308692
1	15	0.299892
1	13	0.284342
1	10	0.395033
1	14	0.540973
1	13	0.586974
1	15	0.653484
1	18	0.666645
5	23	1.29605
1	12	0.362173
1	11	0.344412
1	14	0.579924
1	17	0.757515
1	20	0.884386
5	21	1.17929
5	32	1.64873
1	13	0.529474
5	19	1.29011
1	11	1.12278
3	17	1.11516
3	21	0.993807
5	27	1.57609
1	13	0.624944
1	10	0.401293
1	16	0.694685
1	13	0.612004
5	27	1.37907
5	21	1.65732
1	17	0.451603
5	17	1.11587
3	11	0.759005
1	15	0.444313
5	15	0.892766
1	6	0.338352
2	2	0.751095
1	13	0.395723
3	17	0.700664
1	14	0.294222
3	6	0.629385
1	10	0.356312
1	12	0.278542
1	9	0.360772
1	1	0.228162
1	16	0.837226
1	16	0.606274
1	23	1.30601
5	18	1.1797
3	10	0.818726
5	31	2.23107
5	32	2.06323
5	32	1.95302
5	28	1.74185
5	26	1.5534
5	29	1.25967
5	30	0.965676
5	32	1.39619
5	27	1.161
5	29	1.18489
5	26	1.03009
5	22	0.854356
5	28	1.2109
5	28	1.11899
5	29	1.03507
5	22	0.958747
5	17	0.723324
5	21	1.05432
5	20	0.999057
5	23	0.952996
1	13	0.387023
5	15	0.837375
1	16	1.05255
1	14	0.335432
3	10	0.510623
3	13	0.467533
3	16	0.393753
3	11	0.390052
3	13	0.511444
1	11	0.307512
1	6	0.261891
1	11	0.411443
1	12	0.419443
1	13	0.568934
1	10	0.517723
1	9	0.318962
1	16	0.918446
1	12	0.591704
1	20	1.102
1	6	0.255881
1	38	3.29666
1	10	0.409303
1	15	0.457643
1	13	0.517513
1	11	0.485444
1	8	0.460603
1	7	0.555253
1	5	0.499944
3	11	0.678334
1	8	0.345422
1	5	0.318173
1	7	0.327682
1	5	0.323932
1	4	0.328472
1	16	1.45645
5	25	3.12184
1	16	1.21045
5	33	3.28627
5	32	2.34521
5	30	2.25321
1	19	1.00708
5	34	2.81668
5	40	3.42157
5	41	3.68396
5	34	2.88312
5	42	3.5689
5	37	2.95741
5	38	3.23116
5	18	1.97937
5	33	2.39357
5	31	2.16079
5	31	1.9016
1	17	0.553344
1	9	0.412413
1	17	0.852085
1	18	1.0977
5	35	2.46977
1	11	0.368782
1	13	0.352792
1	12	0.346083
1	10	0.322202
3	5	0.539524
3	7	0.494153
3	8	0.655824
1	10	0.282232
2	4	0.464043
1	14	0.364482
1	14	0.486693
1	14	1.11705
5	29	2.71416
5	35	2.98957
5	28	2.21284
1	12	0.720805
2	15	1.12206
5	35	3.01531
1	50	4.33983
1	4	0.258302
5	32	2.87455
5	44	3.93292
1	35	2.76685
5	42	3.26885
5	54	4.90492
5	52	4.62266
5	50	4.23906
5	45	3.7283
5	43	3.64658
5	40	3.18647
5	46	4.65673
5	31	3.31189
5	55	5.52962
5	30	2.78813
5	19	2.10175
5	47	4.41529
5	27	2.29811
5	55	5.26856
5	30	2.07686
5	30	2.02125
5	17	1.16138
5	48	3.43145
5	38	2.33359
5	40	2.59645
1	10	0.319602
1	13	0.323992
1	12	0.311032
1	8	0.319122
5	31	2.08783
5	42	3.16814
5	33	3.38515
1	34	3.21613
5	38	3.31068
5	43	3.5891
5	45	3.65002
1	17	1.19057
5	31	2.66685
5	35	3.19912
5	41	2.59124
1	29	1.59239
5	39	2.42885
5	42	2.57734
5	44	2.48172
5	42	2.27739
5	42	2.17309
1	44	2.3701
5	12	0.960506
5	33	1.7646
5	27	2.00493
5	31	2.00954
5	32	1.68955
5	34	2.0912
5	34	2.00401
5	38	2.12305
2	21	0.965886
5	34	1.70312
5	38	1.9539
5	38	1.88318
1	5	0.248672
2	21	0.974696
5	31	1.65201
5	34	1.65608
5	36	1.59625
5	24	1.22893
5	34	1.34131
2	29	0.964226
1	23	0.856036
1	21	0.900926
5	31	1.27315
1	10	0.489284
1	10	0.294802
1	7	0.276821
1	6	0.265372
5	40	1.67322
5	24	1.05935
5	38	1.43721
5	32	1.22787
1	12	0.388962
1	16	0.545584
1	10	0.347952
1	15	0.601354
5	19	1.00418
5	34	1.99169
5	32	1.66551
5	31	1.51523
5	38	1.61628
5	37	1.59182
5	30	1.6299
5	38	1.6752
5	31	1.48315
5	24	1.08103
5	38	1.52554
5	38	1.53883
5	24	1.13107
5	35	1.2439
5	23	0.828765
5	30	1.4791
5	35	1.37065
5	28	1.10151
5	21	0.911176
5	19	0.879846
5	22	0.891526
5	26	0.755665
5	15	0.689094
5	20	0.763685
5	14	0.683025
5	25	1.40659
3	11	0.506454
3	11	0.509323
3	11	0.511993
3	10	0.511754
1	6	0.263281
3	9	0.502974
3	8	0.471103
1	14	0.300052
1	8	0.272772
3	4	0.451773
1	6	0.247171
1	10	0.415332
1	15	0.586913
5	27	1.13232
5	26	0.949676
5	31	1.27344
2	23	0.835716
5	23	0.856355
5	26	0.878666
1	18	0.390473
1	15	0.423573
1	17	0.437703
1	17	0.425982
1	14	0.447013
1	13	0.310962
1	7	0.324053
5	33	1.4545
1	15	0.593634
1	14	0.374133
5	21	0.856135
1	16	0.413533
1	8	0.290322
1	9	0.320342
1	10	0.483613
1	6	0.343902
1	9	0.301462
1	12	0.471743
1	13	0.644385
5	22	1.24872
5	30	1.71
5	26	1.48129
0	2	0.00816
1	6	0.280132
1	14	0.699215
5	30	1.68854
5	32	2.39757
5	32	2.29099
1	4	0.327902
1	9	0.523453
1	12	0.697745
1	18	1.03413
1	18	1.02432
1	13	0.667065
5	26	1.74665
5	31	1.89333
5	27	1.6017
5	18	1.06903
5	31	1.78008
5	18	0.876686
1	5	0.253692
5	31	1.70534
5	31	1.68508
1	26	1.18711
5	27	1.16061
5	40	2.19289
5	35	1.77129
5	24	1.26826
5	36	1.67537
5	37	1.79088
5	35	1.59167
5	18	1.00277
1	14	0.587764
1	49	2.57501
5	26	1.42192
5	24	1.31326
5	36	1.75047
5	10	0.754594
1	16	0.536024
5	39	1.98031
5	31	1.48838
5	36	1.71832
5	27	1.27669
1	21	0.836175
1	20	0.677435
1	19	0.860435
5	39	1.92537
5	35	1.55895
1	18	0.790876
5	38	1.72763
5	17	0.766665
5	13	0.648704
1	14	0.614754
1	10	0.517044
5	28	1.39642
1	21	0.911106
5	25	1.20255
5	29	1.45008
5	30	1.41675
5	36	1.6159
5	23	1.02317
5	26	1.14067
1	25	0.911136
1	26	1.09965
5	18	0.979187
5	37	1.38007
5	35	1.11749
5	29	1.06996
5	35	1.12918
5	26	0.937256
5	35	1.21599
5	29	0.854766
1	15	0.463703
5	18	0.722375
5	19	1.10816
3	19	0.495893
1	18	0.357852
3	24	0.507644
3	25	0.527643
3	26	0.691105
3	16	0.437042
1	16	0.293362
1	16	0.278082
3	12	0.371303
1	10	0.233101
1	14	0.258892
1	9	0.220201
1	12	0.236222
1	14	0.259972
1	18	0.293612
1	14	0.300012
1	14	0.256231
1	9	0.198961
1	10	0.232862
1	11	0.214231
1	6	0.184761
1	9	0.189142
1	7	0.176871
0	4	0.01865
1	8	0.187691
1	9	0.184781
0	4	0.019941
1	11	0.194741
1	6	0.171211
1	5	0.166261
1	66	7.40949
5	92	9.09875
5	83	8.37968
5	84	8.2176
5	81	8.06098
5	71	6.59857
5	90	9.00676
5	85	8.39836
5	82	7.8831
5	80	5.4942
5	81	4.2267
5	89	4.89834
5	90	4.78408
5	51	2.55695
5	81	4.17126
5	89	4.57072
5	73	3.47027
5	85	3.87026
5	78	3.56299
5	84	4.15649
5	58	4.28717
5	52	3.12788
5	53	3.8477
5	76	7.93058
5	75	6.77518
5	61	3.81867
5	68	4.64946
5	37	2.2837
5	69	4.55128
5	46	2.30393
5	76	5.54166
5	77	5.27737
5	74	4.70779
5	75	4.67566
5	76	5.68644
5	74	5.2099
5	69	2.92721
5	60	1.7048
5	63	1.85029
5	52	1.40686
5	40	1.71438
5	60	3.59054
5	47	2.15337
5	43	2.85583
5	60	3.86498
5	61	3.28239
5	53	2.20117
5	66	3.95751
5	54	2.15515
5	65	3.41112
5	53	2.84721
5	50	2.6279
5	63	3.41779
5	65	3.42304
5	64	3.23029
5	66	3.3049
5	65	2.92311
5	63	2.63815
5	66	2.84314
5	66	2.71086
5	58	3.14939
5	41	2.12854
5	53	2.28565
5	54	2.38405
5	30	1.60182
3	21	1.00514
5	38	2.01627
5	38	1.44023
5	44	1.95556
5	35	2.1209
3	37	1.16541
5	36	1.3708
3	35	1.24159
3	35	1.0751
5	30	1.33077
1	33	0.908236
5	33	1.34349
5	40	1.40667
3	27	0.990737
3	27	0.957936
3	27	0.853156
5	36	1.44288
5	50	2.017
5	42	1.83229
3	29	0.847916
5	43	1.59869
1	17	0.702245
5	34	1.71158
1	20	0.896916
5	44	1.80528
5	40	1.31675
1	19	0.609194
5	37	1.31213
5	42	2.66333
1	22	0.835316
3	28	0.942526
5	51	1.81411
5	54	1.96128
5	61	3.36427
5	52	3.28338
1	12	0.643674
1	8	0.488534
5	53	2.65372
1	9	0.496303
3	30	1.1116
3	28	0.972606
2	24	1.03634
5	21	2.37019
5	54	4.84867
3	15	0.990947
3	18	1.0091
3	19	1.02349
3	12	0.971977
1	15	0.652624
3	28	1.10272
3	29	1.09108
5	60	5.09182
5	64	5.84317
5	50	4.15411
1	11	0.415163
1	6	0.374302
1	10	0.383733
1	6	0.345822
5	57	4.23366
5	51	3.09943
2	26	1.54473
5	65	5.58709
5	54	3.99281
5	64	5.41182
5	64	5.29408
5	61	4.35038
5	64	6.21754
5	64	6.60309
5	60	5.20381
5	51	3.38992
5	59	4.72231
5	57	4.16024
5	54	4.00445
5	58	4.20895
1	9	0.350202
1	7	0.448073
1	6	0.417652
1	5	0.392183
5	47	3.96302
5	54	4.69302
5	57	3.95634
5	43	2.37267
5	51	3.08793
1	5	0.325212
1	8	0.325633
5	51	3.96535
5	54	4.69819
5	41	2.3951
5	38	2.21681
5	54	3.66806
5	58	3.7451
5	53	4.1722
5	58	4.73184
5	54	4.00789
5	47	2.70665
5	46	3.54543
2	23	1.4093
5	48	3.12088
5	41	1.89543
5	43	2.23307
5	43	2.1793
5	44	2.06903
1	76	2.60225
5	44	2.43568
5	39	2.18505
5	44	2.31067
5	37	1.99573
5	48	2.30323
5	47	2.20678
5	37	1.84544
5	41	1.48291
5	36	1.19553
5	35	1.67232
5	35	1.49954
5	20	0.884126
5	18	0.953607
3	20	0.705904
5	26	1.08857
5	25	1.26801
5	22	0.690084
5	28	1.30451
5	21	1.05979
1	14	0.393562
5	34	1.38173
5	35	1.79501
5	35	1.56287
5	36	1.24208
5	33	1.10891
3	16	0.614074
3	32	0.657784
5	19	0.724925
5	30	1.07058
5	17	0.933997
5	21	0.869385
3	15	0.807196
5	26	0.918526
5	28	0.890916
5	33	0.895286
3	6	0.488924
5	28	0.841185
1	13	0.324552
5	26	0.739655
3	20	0.620894
1	4	0.312042
5	27	1.19867
5	25	0.886676
3	7	0.519714
5	25	1.02281
3	18	0.501864
3	15	0.506343
3	16	0.454733
3	9	0.425513
1	33	0.632244
1	33	0.497533
1	33	0.609164
1	33	0.420763
1	33	0.504263
1	33	0.495713
1	33	0.487743
1	60	6.63106
1	71	6.58555
2	33	2.3116
5	43	3.71616
5	48	4.07179
5	45	3.97152
5	58	4.70603
5	46	3.78517
5	54	4.17428
5	48	3.67003
5	37	2.92817
5	46	3.20546
5	28	2.18075
5	46	3.36467
5	42	2.71133
5	45	2.97366
5	22	1.87151
2	33	2.98585
5	37	2.63088
5	40	2.52885
5	60	6.0399
5	47	4.30356
5	25	1.94132
5	39	3.99041
5	57	5.30948
5	45	4.376
5	52	4.15434
5	61	5.93273
1	58	5.16388
5	49	4.15924
5	55	4.44431
5	43	3.33547
5	40	3.85283
5	63	7.37807
5	60	6.46653
5	45	4.04587
5	31	2.08872
1	28	1.31078
1	40	1.40661
5	63	2.92784
5	43	3.69965
5	32	2.17251
5	46	3.66555
5	45	3.53731
5	26	1.93882
5	25	2.10617
1	22	1.39676
5	47	3.48271
5	50	4.53333
5	29	2.14168
5	32	2.62366
5	36	2.2495
5	44	2.51791
5	31	2.26053
5	39	2.39209
1	30	1.65343
1	28	1.27456
1	28	1.75456
1	17	0.924176
1	35	2.06031
1	36	1.97475
5	75	9.93537
5	70	9.24649
5	53	6.31716
5	62	6.36972
5	64	7.07496
5	61	7.13844
5	54	6.23597
5	40	3.83768
5	68	7.47821
5	69	7.93781
5	49	2.46628
1	38	1.71809
1	17	0.822995
5	64	3.87749
5	53	3.25272
5	61	3.22243
5	64	3.15596
5	69	4.41258
5	64	3.20243
5	49	4.16794
5	49	4.14059
5	55	4.05487
5	50	3.87372
5	53	3.85131
5	53	3.94556
5	55	3.79562
5	55	3.85609
5	51	3.48448
5	56	4.22535
5	49	2.8663
5	58	3.69598
1	66	4.04976
5	50	2.88419
5	37	2.39913
5	55	3.01162
5	37	2.24794
5	41	1.45136
5	41	1.40964
5	37	1.20883
5	22	1.17843
1	29	1.39901
1	18	0.933156
5	40	1.96561
1	126	12.0208
1	51	2.63356
1	43	2.17257
1	42	1.94144
1	33	1.44031
1	41	1.98477
1	48	2.5916
1	19	0.575983
2	39	1.68552
5	32	1.71755
5	27	1.43619
5	37	1.96306
5	23	1.1401
5	19	1.00737
5	26	1.37099
5	28	1.18879
5	14	1.3391
1	25	1.02669
5	38	1.88913
5	38	1.83316
1	21	0.821476
2	32	1.2987
1	67	7.28505
2	33	1.27652
5	42	1.847
5	39	1.92798
1	78	7.20174
5	42	1.67472
1	40	1.91903
1	3	0.400563
5	26	2.11029
2	36	3.12853
5	52	4.41148
5	55	4.68169
5	49	3.63884
5	55	4.45827
5	44	4.17214
5	37	3.75197
5	43	3.4638
5	48	3.31586
5	54	3.34643
1	36	2.5857
1	56	4.0679
5	51	3.287
5	38	2.18358
5	29	1.48603
1	16	0.762324
5	28	1.35796
5	43	3.12482
5	52	3.65384
5	30	1.96398
5	51	3.40218
5	46	3.16445
5	32	1.90581
5	44	2.32638
5	43	2.07593
5	39	2.32208
5	40	2.4864
5	37	1.93118
1	37	1.76333
5	35	2.29666
5	37	2.06909
5	27	1.39756
5	40	1.92404
5	17	0.832255
5	23	1.42196
5	40	2.18974
5	29	2.31256
1	38	3.71529
5	41	2.33841
1	33	1.38118
5	33	1.73956
1	30	1.01974
5	53	5.43919
1	20	1.66669
5	43	3.7321
5	45	4.44986
5	81	14.9429
5	77	9.48861
5	87	13.8785
5	56	7.61658
1	83	10.8244
5	84	10.2667
5	92	8.01978
5	63	4.45699
5	85	5.90943
1	61	4.23456
5	80	5.91656
5	77	5.22526
5	88	6.08281
5	87	6.16108
5	90	6.37156
1	38	2.07858
1	63	3.7994
5	87	5.76275
5	63	3.37882
5	47	1.95032
5	67	3.75985
1	35	1.80192
1	32	1.4079
1	89	4.91846
5	80	4.75599
5	71	4.55481
1	51	2.7825
1	39	1.72983
5	81	5.25491
5	63	3.23669
5	60	2.89621
5	71	3.71866
5	55	2.28261
5	78	4.38242
5	78	4.25665
5	68	3.22499
5	77	4.50798
5	78	3.59973
5	50	2.32912
5	43	3.03763
5	57	4.90569
5	63	5.12047
5	44	2.30723
5	42	1.73417
5	64	5.12197
5	46	2.73001
5	64	5.59529
5	57	4.94158
5	67	5.85388
5	55	5.02783
5	47	3.03908
5	66	4.309
5	69	4.8034
1	42	1.62355
5	46	2.31495
1	79	4.80741
5	47	1.47119
1	48	2.2192
1	25	0.533613
5	35	1.26676
5	35	2.07285
5	34	1.21093
5	27	1.29523
5	29	1.12767
5	28	0.989957
5	22	0.872986
5	33	0.982696
1	28	0.878186
5	29	1.03646
5	29	0.914566
5	33	0.942066
5	35	0.761695
5	33	0.780454
5	35	0.701635
1	12	0.369782
1	26	0.472933
5	37	2.12624
5	34	0.708295
5	22	0.600254
5	18	0.497813
1	16	0.327292
1	13	0.301032
5	17	0.433823
1	13	0.496754
0	7	0.07629
5	52	4.146
5	49	3.34615
1	35	2.45945
5	58	4.19246
1	26	1.21263
1	27	1.18987
1	15	0.580004
5	61	4.98054
5	58	4.30411
5	55	4.34258
5	59	4.20021
5	56	4.21712
5	57	3.22325
5	57	4.10968
5	46	2.8062
2	28	1.23472
5	50	3.26109
5	41	2.31303
5	38	2.17988
5	20	0.621584
5	23	0.888725
1	21	0.963616
1	18	0.673095
5	23	0.991966
3	9	0.438943
5	16	0.598494
1	27	1.34725
5	18	1.06285
5	30	1.64824
5	19	0.979897
5	23	1.15221
5	31	1.75318
5	34	1.64873
5	35	1.55356
5	33	1.29141
5	33	1.38724
5	28	1.0246
5	32	1.34741
5	32	1.17106
5	26	0.992847
5	28	0.963676
5	26	0.828006
5	29	1.06858
5	33	1.15119
5	27	1.01355
5	17	0.762875
5	23	0.774795
5	26	0.813606
5	23	0.845525
5	27	0.718785
5	29	0.699645
5	29	0.810295
5	29	0.847626
5	16	0.436672
5	9	0.406343
5	30	1.19043
5	19	0.876936
5	15	0.536084
1	14	0.468883
5	14	0.650144
4	9	0.423833
5	28	0.812885
3	9	0.316902
5	30	1.89785
5	34	1.4926
5	40	2.10752
5	33	1.81805
3	8	0.316202
5	50	2.74182
5	51	2.59569
5	44	2.53926
5	47	2.79126
5	47	2.51331
5	51	2.58831
5	40	1.91407
5	43	2.02272
5	43	1.97047
5	45	1.98721
5	42	1.67012
5	36	1.53584
5	38	2.04673
1	28	0.804316
1	30	1.04623
5	44	1.68474
5	43	1.60597
5	36	1.22481
5	27	1.24096
5	33	1.60377
5	38	1.80398
5	40	1.70688
1	27	0.807545
5	21	0.755835
5	46	1.76231
5	37	1.45411
5	27	0.966517
5	22	0.477583
5	26	1.23423
5	28	1.24835
5	29	1.27107
5	27	1.17045
5	22	0.624134
5	29	1.26539
5	26	1.02391
5	28	0.883755
1	17	0.230092
1	18	0.231532
1	16	0.308342
5	24	0.880485
5	26	1.01118
3	15	0.237412
1	16	0.198481
3	12	0.231342
5	28	1.10337
5	29	0.961616
5	18	0.526154
5	18	0.689324
5	16	0.586494
5	20	0.621724
5	19	0.478433
5	20	0.574814
5	24	0.661255
5	22	0.577973
3	14	0.292902
5	23	0.457223
5	22	0.323572
1	4	0.165031
5	16	0.980176
5	15	0.878886
5	16	0.777555
5	20	0.996837
5	18	0.774705
5	24	0.833556
1	19	0.781375
5	18	0.693894
5	15	0.655804
3	5	0.270512
5	23	0.923026
1	19	0.984157
1	25	1.15015
2	5	0.183911
5	27	1.15752
5	23	0.790115
5	21	0.634154
1	21	0.665944
1	13	0.426883
5	26	0.822876
1	11	0.495413
1	24	0.743685
5	19	0.638394
1	25	0.701595
5	22	0.567363
1	27	0.703265
1	18	0.459733
5	28	0.646074
5	22	0.671215
5	17	0.571733
2	14	0.217142
1	24	0.649704
1	24	0.644564
1	17	0.487654
1	21	0.583974
5	24	0.648124
5	26	0.612524
5	23	0.438773
1	19	0.365632
1	7	0.143391
3	7	0.266582
5	25	0.629894
1	16	0.360752
5	19	0.806246
5	21	0.599304
5	19	0.534893
5	19	0.525144
5	22	0.472663
5	18	0.355923
1	18	0.302462
1	17	0.363072
5	19	0.401443
5	9	0.226111
5	22	0.422473
5	20	0.305762
5	19	0.344742
1	18	0.207732
5	18	0.253112
1	13	0.171911
1	13	0.144151
1	13	0.136301
1	13	0.13647
1	10	0.112291
1	13	0.133961
1	13	0.131321
1	18	0.212411
3	14	0.217722
1	17	0.186611
2	16	0.252542
1	18	0.263791
1	16	0.190012
1	16	0.284752
1	14	0.315252
1	7	0.190711
1	14	0.305512
1	12	0.289082
1	10	0.246512
1	9	0.224291
1	6	0.202952
1	5	0.200541
1	7	0.216941
3	4	0.491383
0	6	0.03413
1	9	0.232462
0	5	0.01477
1	4	0.154191
0	6	0.03961
1	9	0.232492
1	8	0.120091
1	12	0.095551
1	6	0.06282
1	8	0.06796
1	11	0.081971
