N	Time(ms)
2781	0.779684
2781	0.792313
2781	0.786073
2781	0.773024
2781	0.768223
2781	0.768733
2781	0.765444
2781	0.764784
2781	0.764983
2781	0.778373
2781	0.771394
2781	0.766113
2781	0.766423
2781	0.766494
2781	0.768233
2781	0.767953
2781	0.764404
2781	0.805893
2781	0.788734
2781	0.762653
2781	0.759813
2781	0.786193
2781	0.782133
2781	0.770654
2781	0.768963
2781	0.768683
2781	0.765544
2781	0.767143
2781	0.762604
2781	0.762183
2781	0.764263
2781	0.758064
2781	0.758373
2781	0.840673
2781	0.839304
2781	0.841204
2781	0.837173
2781	0.836434
2781	0.843104
2781	0.778374
2781	0.777673
2781	0.777653
2781	0.773274
2781	0.771693
2781	0.789283
2781	0.808813
2781	0.771114
2781	0.764133
2781	0.763633
2781	0.764804
2781	0.762293
2781	0.772283
2781	0.768534
2781	0.783803
2781	0.769804
2781	0.767844
2781	0.772073
2781	0.781474
2781	0.781553
2781	0.771063
2781	0.779164
2781	0.772693
2781	0.770123
2781	0.776963
2781	0.773464
2781	0.772973
2781	0.771113
2781	0.770504
2781	0.769613
2781	0.777724
2781	0.772853
2781	0.769693
2781	0.768694
2781	0.770083
2781	0.768353
2781	0.778033
2781	0.773594
2781	0.768123
2781	0.777994
2781	0.764853
2781	0.764633
2781	0.775723
2781	0.769573
2781	0.767144
2781	0.766713
2781	0.772063
2781	0.766053
2781	0.774063
2781	0.770374
2781	0.770183
2781	0.767154
2781	0.765723
2781	0.766433
2781	0.781933
2781	0.782203
2781	0.773344
2781	0.772863
2781	0.778583
2781	0.780274
2781	0.777974
2781	0.774553
2781	0.774153
2781	0.771524
2781	0.770103
2781	0.770613
2781	0.838734
2781	0.833993
2781	0.831304
2781	0.831634
2781	0.833623
2781	0.830554
2781	0.839294
2781	0.844053
2781	0.833804
2781	0.838404
2781	0.837473
2781	0.832524
2781	0.845374
2781	0.850284
2781	0.839653
2781	0.841314
2781	0.836954
2781	0.836223
2781	0.840714
2781	0.843903
2781	0.837534
2781	0.833224
2781	0.833513
2781	0.838734
2781	0.838224
2781	0.838014
2781	0.834213
2781	0.833124
2781	0.832393
2781	0.834884
2781	0.775014
2781	0.778093
2781	0.779073
2781	0.770174
2781	0.775983
2781	0.770594
2781	0.781134
2781	0.774843
2781	0.782373
2781	0.769344
2781	0.767713
2781	0.770894
2781	0.776163
2781	0.775074
2781	0.769753
2781	0.768984
2781	0.767514
2781	0.771793
2781	0.784513
2781	0.774344
2781	0.774513
2781	0.770943
2781	0.771024
2781	0.770573
2781	0.835694
2781	0.835684
2781	0.833333
2781	0.834714
2781	0.876214
2781	0.833183
2781	0.774383
2781	0.774103
2781	0.774494
2781	0.778403
2781	0.770543
2781	0.770584
2781	0.781984
2781	0.786843
2781	0.776874
2781	0.775613
2781	0.777923
2781	0.776424
2781	0.838234
2781	0.839914
2781	0.836473
2781	0.832224
2781	0.831534
2781	0.834073
2781	0.790333
2781	0.783874
2781	0.772563
2781	0.780093
2781	0.781004
2781	0.775463
2781	0.779554
2781	0.781583
2781	0.777373
2781	0.786434
2781	0.780333
2781	0.772674
2781	0.772684
2781	0.767153
2781	0.764794
2781	0.763834
2781	0.762023
2781	0.759163
2781	0.787904
2781	0.776293
2781	0.773484
2781	0.773913
2781	0.774403
2781	0.773384
2781	0.771023
2781	0.768413
2781	0.771374
2781	0.791384
2781	0.775553
2781	0.770073
2781	0.780134
2781	0.771023
2781	0.786034
2781	0.777063
2781	0.774134
2781	0.775773
2781	0.772054
2781	0.778173
2781	0.770723
2781	0.767684
2781	0.764353
2781	0.761303
2781	0.758624
2781	0.759753
2781	0.768643
2781	0.775913
2781	0.779203
2781	0.766594
2781	0.767003
2781	0.774803
2781	0.765514
2781	0.840304
2781	0.836293
2781	0.840664
2781	0.832403
2781	0.888454
2781	0.830324
2781	0.781253
2781	0.774074
2781	0.770493
2781	0.774563
2781	0.771144
2781	0.779074
2781	0.843284
2781	0.838193
2781	0.835694
2781	0.842824
2781	0.837243
2781	0.841594
2781	0.842064
2781	0.838154
2781	0.838253
2781	0.835594
2781	0.835004
2781	0.835653
2781	0.836074
2781	0.839143
2781	0.833844
2781	0.834734
2781	0.833023
2781	0.842544
2781	0.774843
2781	0.778234
2781	0.768943
2781	0.768314
2781	0.768863
2781	0.770383
2781	0.767383
2781	0.765573
2781	0.766914
2781	0.756663
2781	0.756853
2781	0.758014
2746	0.983124
2746	0.849624
2746	0.829453
2746	0.828544
2746	0.822863
2746	0.818084
2746	0.762793
2746	0.753804
2746	0.748933
2746	0.749273
2746	0.751753
2746	0.748614
2746	0.765813
2746	0.766974
2746	0.761733
2746	0.748573
2746	0.747693
2746	0.750184
2746	0.819124
2746	0.876783
2746	0.822934
2746	0.814403
2746	0.813764
2746	0.830734
2746	0.762123
2746	0.758413
2746	0.756674
2746	0.754903
2746	0.760483
2746	0.768523
2746	0.765033
2746	0.763503
2746	0.758624
2746	0.758503
2746	0.757993
2746	0.759193
2746	0.761554
2746	0.757793
2746	0.757053
2746	0.762344
2746	0.755054
2746	0.754863
2746	0.759064
2746	0.752973
2746	0.757733
2746	0.755213
2746	0.750264
2746	0.761963
2746	0.820234
2746	0.819743
2746	0.826474
2746	0.812633
2746	0.812734
2746	0.811803
2746	0.823423
2746	0.828184
2746	0.819383
2746	0.818884
2746	0.819053
2746	0.820684
2746	0.769453
2746	0.766174
2746	0.771933
2746	0.758083
2746	0.771184
2746	0.763883
2746	0.765153
2746	0.759953
2746	0.757994
2746	0.760633
2746	0.752613
2746	0.753194
2746	0.768153
2746	0.764523
2746	0.762954
2746	0.763483
2746	0.761173
2746	0.761064
2746	0.781303
2746	0.764524
2746	0.769353
2746	0.764593
2746	0.762594
2746	0.761583
2746	0.759013
2746	0.756954
2746	0.754443
2746	0.763454
2746	0.759164
2746	0.759293
2746	0.755333
2746	0.756544
2746	0.751913
2746	0.751073
2746	0.761204
2746	0.752163
2746	0.762374
2746	0.759803
2746	0.756233
2746	0.754613
2746	0.754393
2746	0.755703
2746	0.820754
2746	0.816693
2746	0.814204
2746	0.815023
2746	0.813814
2746	0.812863
2746	0.818713
2746	0.817974
2746	0.829803
2746	0.814143
2746	0.812604
2746	0.814993
2746	0.761983
2746	0.757263
2746	0.753864
2746	0.753423
2746	0.751953
2746	0.755134
2746	0.765343
2746	0.756954
2746	0.754763
2746	0.758513
2746	0.763473
2746	0.762644
2746	0.757583
2746	0.755314
2746	0.754703
2746	0.751864
2746	0.750633
2746	0.751474
2746	0.753484
2746	0.749653
2746	0.790333
2746	0.773683
2746	0.752993
2746	0.754423
2746	0.747204
2746	0.744753
2746	0.745133
2746	0.821163
2746	0.812944
2746	0.858524
2746	0.822963
2746	0.817534
2746	0.818623
2746	0.766333
2746	0.754993
2746	0.752994
2746	0.751683
2746	0.754173
2746	0.750473
2746	0.755643
2746	0.748593
2746	0.746193
2746	0.745404
2746	0.747083
2746	0.752503
2746	0.835373
2746	0.836844
2746	0.821484
2746	0.823663
2746	0.820614
2746	0.821063
2746	0.823974
2746	0.828704
2746	0.820093
2746	0.817824
2746	0.817293
2746	0.816654
2746	0.764743
2746	0.758834
2746	0.754453
2746	0.763064
2746	0.753874
2746	0.753683
2746	0.764114
2746	0.769033
2746	0.757913
2746	0.758174
2746	0.757093
2746	0.760803
2746	0.754323
2746	0.753813
2746	0.756324
2746	0.769383
2746	0.748713
2746	0.753734
2746	0.756353
2746	0.754673
2746	0.749724
2746	0.748913
2746	0.748213
2746	0.750833
2746	0.821483
2746	0.818134
2746	0.817473
2746	0.815783
2746	0.815174
2746	0.815233
2746	0.763453
2746	0.758834
2746	0.761803
2746	0.761743
2746	0.759394
2746	0.751213
2746	0.752513
2746	0.764463
2746	0.757773
2746	0.755864
2746	0.754153
2746	0.756963
2746	0.754664
2746	0.760093
2746	0.755504
2746	0.754543
2746	0.751883
2746	0.750943
2746	0.751004
2746	0.772123
2746	0.754534
2746	0.753084
2746	0.759113
2746	0.751774
2746	0.749493
2746	0.751243
2746	0.753144
2746	0.747473
2746	0.746623
2746	0.746574
2746	0.745153
2746	0.764734
2746	0.753523
2746	0.750983
2746	0.769644
2746	0.794143
2746	0.761563
2746	0.786064
2746	0.758313
2746	0.749343
2746	0.748064
2746	0.752893
2746	0.750413
2746	0.767273
2746	0.752024
2746	0.749873
2746	0.750813
2746	0.748104
2746	0.747583
2746	0.757634
2746	0.754233
2746	0.752753
2746	0.751074
2746	0.750253
2746	0.750493
2746	0.760743
2746	0.761424
2746	0.752813
2746	0.751663
2746	0.753133
2746	0.750874
2746	0.754904
2746	0.756403
2746	0.750483
2746	0.746774
2746	0.759843
2746	0.753833
2746	0.764613
2746	0.758404
2746	0.756153
2746	0.756243
2746	0.759443
2746	0.807264
2746	0.758924
2746	0.762243
2746	0.756083
2746	0.758894
2746	0.758803
2746	0.749514
2746	0.750094
2746	0.756623
2746	0.752784
2746	0.748513
2746	0.745783
2746	0.750463
2746	0.764024
2746	0.744833
2746	0.758704
2746	0.756163
2746	0.760433
2746	0.752944
2746	0.752913
2746	0.751533
2746	0.756324
2746	0.756423
2746	0.754384
2746	0.750793
2746	0.748963
2746	0.761983
2746	0.748064
2746	0.747633
2746	0.755393
2719	0.798514
2719	0.748753
2719	0.739683
2719	0.736024
2719	0.734323
2719	0.735313
2719	0.741064
2719	0.743903
2719	0.764274
2719	0.737533
2719	0.731524
2719	0.731703
2719	0.741793
2719	0.742733
2719	0.743453
2719	0.741243
2719	0.742973
2719	0.749874
2719	0.762443
2719	0.748973
2719	0.733553
2719	0.740874
2719	0.734913
2719	0.730093
2719	0.730213
2719	0.728303
2719	0.727674
2719	0.734003
2719	0.728993
2719	0.733683
2719	0.765263
2719	0.728984
2719	0.736733
2719	0.741393
2719	0.737393
2719	0.734413
2719	0.740264
2719	0.734223
2719	0.733563
2719	0.753903
2719	0.742884
2719	0.732473
2719	0.749963
2719	0.737033
2719	0.734704
2719	0.737323
2719	0.733403
2719	0.733343
2719	0.758193
2719	0.793593
2719	0.753833
2719	0.742313
2719	0.738474
2719	0.742723
2719	0.759093
2719	0.753254
2719	0.749443
2719	0.748773
2719	0.753213
2719	0.748534
2719	0.748963
2719	0.751613
2719	0.757464
2719	0.756233
2719	0.747373
2719	0.749213
2719	0.751704
2719	0.741514
2719	0.736954
2719	0.733263
2719	0.742854
2719	0.733413
2719	0.733043
2719	0.746413
2719	0.746013
2719	0.741293
2719	0.740974
2719	0.740203
2719	0.741863
2719	0.737223
2719	0.734823
2719	0.738583
2719	0.735273
2719	0.744123
2719	0.731493
2719	0.734113
2719	0.730273
2719	0.729013
2719	0.729744
2719	0.739793
2719	0.730413
2719	0.810063
2719	0.819784
2719	0.805833
2719	0.802554
2719	0.804603
2719	0.825714
2719	0.812754
2719	0.803343
2719	0.801403
2719	0.799863
2719	0.815384
2719	0.799693
2719	0.755814
2719	0.741803
2719	0.738863
2719	0.739083
2719	0.740544
2719	0.738143
2719	0.806964
2719	0.809343
2719	0.798854
2719	0.798933
2719	0.800274
2719	0.801413
2719	0.753634
2719	0.740874
2719	0.748433
2719	0.737183
2719	0.742763
2719	0.735404
2719	0.742083
2719	0.737254
2719	0.737693
2719	0.734793
2719	0.733693
2719	0.733353
2719	0.801544
2719	0.794713
2719	0.791914
2719	0.800653
2719	0.791444
2719	0.799163
2719	0.748163
2719	0.755873
2719	0.789803
2719	0.741644
2719	0.745873
2719	0.754873
2719	0.757624
2719	0.745983
2719	0.744183
2719	0.741973
2719	0.741674
2719	0.740893
2719	0.748043
2719	0.744663
2719	0.753934
2719	0.736533
2719	0.735843
2719	0.752063
2719	0.765914
2719	0.751583
2719	0.748953
2719	0.748863
2719	0.757784
2719	0.746873
2719	0.752734
2719	0.756233
2719	0.750493
2719	0.750383
2719	0.749744
2719	0.749283
2719	0.751653
2719	0.757233
2719	0.752334
2719	0.748544
2719	0.748273
2719	0.751844
2719	0.773113
2719	0.755633
2719	0.759654
2719	0.755953
2719	0.753303
2719	0.763203
2719	0.742233
2719	0.737793
2719	0.736363
2719	0.734753
2719	0.737013
2719	0.731623
2719	0.804414
2719	0.804143
2719	0.798634
2719	0.799103
2719	0.803414
2719	0.815613
2719	0.806403
2719	0.800074
2719	0.797383
2719	0.796194
2719	0.799093
2719	0.795274
2719	0.742553
2719	0.742563
2719	0.740614
2719	0.756963
2719	0.739663
2719	0.738853
2719	0.747853
2719	0.740233
2719	0.730853
2719	0.731194
2719	0.733053
2719	0.729833
2719	0.737363
2719	0.734293
2719	0.732094
2719	0.731773
2719	0.733793
2719	0.730534
2719	0.740653
2719	0.735853
2719	0.740163
2719	0.740264
2719	0.739653
2719	0.746533
2719	0.799074
2719	0.798663
2719	0.818284
2719	0.837484
2719	0.795913
2719	0.795573
2719	0.748513
2719	0.744243
2719	0.741474
2719	0.743943
2719	0.740333
2719	0.740833
2719	0.761723
2719	0.735304
2719	0.733003
2719	0.733183
2719	0.735023
2719	0.731253
2719	0.748724
2719	0.747673
2719	0.746043
2719	0.745793
2719	0.743994
2719	0.746803
2719	0.748603
2719	0.745443
2719	0.743183
2719	0.746234
2719	0.740833
2719	0.742303
2719	0.758173
2719	0.758474
2719	0.741083
2719	0.745923
2719	0.740523
2719	0.739254
2719	0.736433
2719	0.733934
2719	0.730913
2719	0.734263
2719	0.729734
2719	0.729773
2719	0.755564
2719	0.744863
2719	0.740903
2719	0.762073
2719	0.732064
2719	0.730793
2719	0.805354
2719	0.800763
2719	0.798254
2719	0.803403
2719	0.797994
2719	0.805613
2719	0.804924
2719	0.809593
2719	0.800124
2719	0.803833
2719	0.803084
2719	0.799713
2719	0.741163
2719	0.737463
2719	0.735954
2719	0.734063
2719	0.732923
2719	0.732273
2719	0.747103
2719	0.736684
2719	0.746123
2719	0.743603
2719	0.734143
2719	0.730083
2719	0.798893
2719	0.801234
2719	0.796353
2719	0.795284
2719	0.802503
2719	0.797034
2719	0.741083
2719	0.736883
2719	0.739543
2719	0.737384
2719	0.731653
2719	0.729884
2719	0.803754
2719	0.797483
2719	0.796254
2719	0.795723
2719	0.796964
2719	0.795363
2689	0.826643
2689	0.782604
2689	0.776193
2689	0.774213
2689	0.774964
2689	0.779553
2689	0.794773
2689	0.785194
2689	0.782663
2689	0.832854
2689	0.778863
2689	0.781103
2689	0.791673
2689	0.805164
2689	0.787574
2689	0.777063
2689	0.772444
2689	0.779254
2689	0.735033
2689	0.737593
2689	0.730204
2689	0.729013
2689	0.750863
2689	0.734193
2689	0.728694
2689	0.727613
2689	0.722873
2689	0.721883
2689	0.721793
2689	0.732613
2689	0.730873
2689	0.726373
2689	0.738203
2689	0.724953
2689	0.731533
2689	0.722553
2689	0.721923
2689	0.719483
2689	0.716583
2689	0.759604
2689	0.721983
2689	0.714333
2689	0.719583
2689	0.715763
2689	0.713434
2689	0.746113
2689	0.723603
2689	0.712773
2689	0.736393
2689	0.729393
2689	0.726523
2689	0.726263
2689	0.726774
2689	0.727833
2689	0.734343
2689	0.734233
2689	0.727984
2689	0.735423
2689	0.727083
2689	0.732563
2689	0.729034
2689	0.722563
2689	0.718974
2689	0.720863
2689	0.722923
2689	0.716373
2689	0.724673
2689	0.719713
2689	0.715723
2689	0.716794
2689	0.717493
2689	0.714313
2689	0.729863
2689	0.718883
2689	0.716163
2689	0.717393
2689	0.715803
2689	0.717234
2689	0.739713
2689	0.736243
2689	0.741903
2689	0.739534
2689	0.729953
2689	0.734183
2689	0.740553
2689	0.738343
2689	0.739654
2689	0.735303
2689	0.740793
2689	0.731113
2689	0.737164
2689	0.730693
2689	0.728863
2689	0.728383
2689	0.727043
2689	0.729463
2689	0.728143
2689	0.739453
2689	0.736264
2689	0.736883
2689	0.724223
2689	0.721093
2689	0.718454
2689	0.717723
2689	0.711003
2689	0.710963
2689	0.710243
2689	0.713343
2689	0.729723
2689	0.724963
2689	0.725093
2689	0.723253
2689	0.721333
2689	0.721544
2689	0.777223
2689	0.772514
2689	0.768703
2689	0.775104
2689	0.772533
2689	0.782783
2689	0.722363
2689	0.720383
2689	0.717283
2689	0.717433
2689	0.719653
2689	0.723853
2689	0.725773
2689	0.721173
2689	0.732473
2689	0.718274
2689	0.717003
2689	0.720383
2689	0.730383
2689	0.722953
2689	0.728073
2689	0.717753
2689	0.715883
2689	0.716034
2689	0.724663
2689	0.722863
2689	0.795573
2689	0.728453
2689	0.718574
2689	0.717233
2689	0.780604
2689	0.776883
2689	0.776863
2689	0.774164
2689	0.772923
2689	0.773163
2689	0.780193
2689	0.777063
2689	0.785014
2689	0.774963
2689	0.773533
2689	0.773224
2689	0.718513
2689	0.715173
2689	0.712064
2689	0.712853
2689	0.711723
2689	0.711973
2689	0.721773
2689	0.726884
2689	0.720573
2689	0.732583
2689	0.717283
2689	0.717873
2689	0.727473
2689	0.717003
2689	0.716673
2689	0.714203
2689	0.757613
2689	0.725153
2689	0.730543
2689	0.727063
2689	0.728443
2689	0.724474
2689	0.722843
2689	0.722233
2689	0.728813
2689	0.722443
2689	0.723323
2689	0.718303
2689	0.725104
2689	0.716613
2689	0.600172
2689	0.594733
2689	0.588473
2689	0.575472
2689	0.509312
2689	0.501623
2689	0.780813
2689	0.776734
2689	0.774013
2689	0.775943
2689	0.773494
2689	0.789363
2689	0.580753
2689	0.734733
2689	0.735633
2689	0.730404
2689	0.727523
2689	0.740883
2689	0.725583
2689	0.732343
2689	0.729823
2689	0.725523
2689	0.738424
2689	0.721863
2689	0.729094
2689	0.725254
2689	0.722173
2689	0.717813
2689	0.717583
2689	0.718473
2689	0.716333
2689	0.730093
2689	0.728904
2689	0.717733
2689	0.718763
2689	0.717863
2689	0.727133
2689	0.784124
2689	0.780253
2689	0.788003
2689	0.778254
2689	0.777823
2689	0.774334
2689	0.721503
2689	0.723293
2689	0.718043
2689	0.727243
2689	0.716534
2689	0.715963
2689	0.738933
2689	0.720433
2689	0.717763
2689	0.724523
2689	0.726513
2689	0.716074
2689	0.732494
2689	0.729073
2689	0.726003
2689	0.724293
2689	0.726203
2689	0.722533
2689	0.724303
2689	0.722783
2689	0.717053
2689	0.716373
2689	0.714183
2689	0.717073
2689	0.780894
2689	0.778673
2689	0.781143
2689	0.778954
2689	0.775504
2689	0.775743
2689	0.784214
2689	0.778363
2689	0.776063
2689	0.776754
2689	0.775613
2689	0.777534
2689	0.778053
2689	0.775863
2689	0.778774
2689	0.776443
2689	0.776504
2689	0.773693
2689	0.735723
2689	0.730623
2689	0.721534
2689	0.722163
2689	0.719353
2689	0.719093
2689	0.783214
2689	0.784863
2689	0.777713
2689	0.777523
2689	0.776683
2689	0.776314
2689	0.779923
2689	0.776283
2689	0.773694
2689	0.775783
2689	0.773174
2689	0.772843
2689	0.734263
2689	0.729923
2689	0.722594
2689	0.740313
2689	0.719863
2689	0.720303
2689	0.746323
2689	0.731964
2689	0.728313
2689	0.729063
2689	0.729823
2689	0.729133
2649	0.822034
2649	0.737363
2649	0.713943
2649	0.711603
2649	0.707303
2649	0.711373
2649	0.706743
2649	0.705463
2649	0.734063
2649	0.704133
2649	0.705373
2649	0.696203
2649	0.731254
2649	0.735063
2649	0.727983
2649	0.724113
2649	0.723723
2649	0.725183
2649	0.712753
2649	0.708803
2649	0.704433
2649	0.713083
2649	0.701153
2649	0.699683
2649	0.715783
2649	0.711693
2649	0.697573
2649	0.732853
2649	0.704993
2649	0.693163
2649	0.704703
2649	0.695123
2649	0.694883
2649	0.692113
2649	0.690143
2649	0.690493
2649	0.759644
2649	0.748593
2649	0.744364
2649	0.741273
2649	0.742304
2649	0.739523
2649	0.739943
2649	0.734353
2649	0.730013
2649	0.732563
2649	0.728954
2649	0.730933
2649	0.700443
2649	0.698003
2649	0.699143
2649	0.707913
2649	0.695833
2649	0.694794
2649	0.709593
2649	0.696803
2649	0.700423
2649	0.689393
2649	0.688653
2649	0.690413
2649	0.748333
2649	0.745933
2649	0.744003
2649	0.746304
2649	0.742733
2649	0.741373
2649	0.751613
2649	0.748224
2649	0.748103
2649	0.748223
2649	0.755183
2649	0.746844
2649	0.760903
2649	0.757633
2649	0.749843
2649	0.759553
2649	0.744833
2649	0.745003
2649	0.760223
2649	0.760404
2649	0.756803
2649	0.754673
2649	0.766094
2649	0.754213
2649	0.560823
2649	0.554502
2649	0.553663
2649	0.550012
2649	0.549862
2649	0.549013
2649	0.758794
2649	0.749273
2649	0.743163
2649	0.742513
2649	0.748064
2649	0.743633
2649	0.754324
2649	0.754783
2649	0.815274
2649	0.753163
2649	0.750394
2649	0.750243
2649	0.708363
2649	0.704443
2649	0.711193
2649	0.712854
2649	0.710163
2649	0.718773
2649	0.708723
2649	0.704773
2649	0.702213
2649	0.711993
2649	0.759393
2649	0.701193
2649	0.709163
2649	0.704783
2649	0.705593
2649	0.704683
2649	0.700643
2649	0.710293
2649	0.709793
2649	0.710884
2649	0.704053
2649	0.710163
2649	0.709953
2649	0.700693
2649	0.711533
2649	0.712403
2649	0.707683
2649	0.712193
2649	0.702483
2649	0.706063
2649	0.697733
2649	0.691543
2649	0.688553
2649	0.693293
2649	0.687903
2649	0.686403
2649	0.701223
2649	0.697703
2649	0.702323
2649	0.695863
2649	0.696733
2649	0.698884
2649	0.705793
2649	0.712433
2649	0.696403
2649	0.696043
2649	0.698183
2649	0.694333
2649	0.738923
2649	0.732754
2649	0.731233
2649	0.754983
2649	0.738963
2649	0.730874
2649	0.697033
2649	0.703983
2649	0.692063
2649	0.690533
2649	0.704523
2649	0.691123
2649	0.697893
2649	0.696563
2649	0.691573
2649	0.690503
2649	0.689793
2649	0.689833
2649	0.709313
2649	0.706753
2649	0.711213
2649	0.704783
2649	0.703343
2649	0.703013
2649	0.752633
2649	0.746423
2649	0.743724
2649	0.749563
2649	0.745353
2649	0.743493
2649	0.754584
2649	0.756123
2649	0.754263
2649	0.753373
2649	0.752194
2649	0.755423
2649	0.711213
2649	0.714903
2649	0.705153
2649	0.706613
2649	0.703353
2649	0.703543
2649	0.753144
2649	0.749283
2649	0.747534
2649	0.752894
2649	0.762083
2649	0.746173
2649	0.759493
2649	0.758534
2649	0.754093
2649	0.753963
2649	0.750344
2649	0.751033
2649	0.760783
2649	0.750673
2649	0.750983
2649	0.753134
2649	0.749383
2649	0.746733
2649	0.744563
2649	0.747843
2649	0.738673
2649	0.739254
2649	0.744603
2649	0.751293
2649	0.573042
2649	0.555373
2649	0.553362
2649	0.552473
2649	0.554332
2649	0.551252
2649	0.751104
2649	0.749753
2649	0.747143
2649	0.755374
2649	0.753573
2649	0.745973
2649	0.695743
2649	0.694393
2649	0.689553
2649	0.689223
2649	0.746454
2649	0.688093
2649	0.743623
2649	0.736713
2649	0.731803
2649	0.742473
2649	0.731774
2649	0.731353
2649	0.731843
2649	0.738863
2649	0.726663
2649	0.726343
2649	0.732103
2649	0.725664
2649	0.734643
2649	0.734534
2649	0.728243
2649	0.728943
2649	0.728243
2649	0.735813
2649	0.733033
2649	0.733013
2649	0.727723
2649	0.728204
2649	0.789633
2649	0.737343
2649	0.734123
2649	0.735433
2649	0.726803
2649	0.726553
2649	0.726453
2649	0.729784
2649	0.731963
2649	0.731634
2649	0.725073
2649	0.730613
2649	0.724343
2649	0.723563
2649	0.714763
2649	0.704363
2649	0.704873
2649	0.701663
2649	0.704883
2649	0.706463
2649	0.696913
2649	0.692473
2649	0.693183
2649	0.690763
2649	0.697733
2649	0.689913
2649	0.712223
2649	0.713513
2649	0.705863
2649	0.709753
2649	0.706143
2649	0.713184
2649	0.706423
2649	0.700233
2649	0.697623
2649	0.697663
2649	0.696393
2649	0.698493
2649	0.714483
2649	0.711154
2649	0.708453
2649	0.714603
2649	0.704513
2649	0.704263
2615	0.812994
2615	0.688653
2615	0.684442
2615	0.702723
2615	0.683013
2615	0.681932
2615	0.697603
2615	0.690203
2615	0.693903
2615	0.686753
2615	0.684702
2615	0.686633
2615	0.682403
2615	0.681433
2615	0.700113
2615	0.681493
2615	0.688003
2615	0.677323
2615	0.736054
2615	0.744293
2615	0.724133
2615	0.727103
2615	0.725133
2615	0.724653
2615	0.735743
2615	0.734603
2615	0.738764
2615	0.734133
2615	0.729694
2615	0.726673
2615	0.730133
2615	0.741503
2615	0.728234
2615	0.728293
2615	0.741503
2615	0.730513
2615	0.734353
2615	0.714844
2615	0.719663
2615	0.714243
2615	0.711353
2615	0.707873
2615	0.712073
2615	0.714004
2615	0.719243
2615	0.710453
2615	0.709473
2615	0.710203
2615	0.682933
2615	0.680513
2615	0.678343
2615	0.688453
2615	0.677253
2615	0.677393
2615	0.721263
2615	0.770513
2615	0.726793
2615	0.719733
2615	0.709594
2615	0.709073
2615	0.697593
2615	0.694613
2615	0.691593
2615	0.694373
2615	0.690153
2615	0.690633
2615	0.700583
2615	0.694573
2615	0.692283
2615	0.691963
2615	0.691353
2615	0.693043
2615	0.729073
2615	0.700103
2615	0.702173
2615	0.722173
2615	0.698243
2615	0.690233
2615	0.694383
2615	0.688293
2615	0.686613
2615	0.685843
2615	0.685193
2615	0.686563
2615	0.694233
2615	0.691573
2615	0.687764
2615	0.690693
2615	0.687333
2615	0.687173
2615	0.717843
2615	0.717743
2615	0.711563
2615	0.709273
2615	0.708023
2615	0.722884
2615	0.690053
2615	0.687653
2615	0.687163
2615	0.686233
2615	0.683483
2615	0.683413
2615	0.721233
2615	0.716084
2615	0.713393
2615	0.712953
2615	0.712123
2615	0.715823
2615	0.694143
2615	0.693683
2615	0.688063
2615	0.687213
2615	0.693683
2615	0.692083
2615	0.686923
2615	0.683033
2615	0.690033
2615	0.680583
2615	0.679082
2615	0.679823
2615	0.715553
2615	0.711673
2615	0.709593
2615	0.713713
2615	0.711083
2615	0.709063
2615	0.721053
2615	0.723023
2615	0.716583
2615	0.714853
2615	0.763724
2615	0.721913
2615	0.727773
2615	0.711793
2615	0.708323
2615	0.712843
2615	0.707883
2615	0.707413
2615	0.723583
2615	0.717744
2615	0.715383
2615	0.715094
2615	0.714753
2615	0.717033
2615	0.722314
2615	0.720003
2615	0.716223
2615	0.722983
2615	0.715333
2615	0.721293
2615	0.719383
2615	0.715813
2615	0.713323
2615	0.716253
2615	0.712793
2615	0.712373
2615	0.722363
2615	0.712953
2615	0.721353
2615	0.709563
2615	0.712893
2615	0.721303
2615	0.575993
2615	0.564792
2615	0.558723
2615	0.726633
2615	0.716313
2615	0.720683
2615	0.717013
2615	0.727004
2615	0.713773
2615	0.731943
2615	0.726653
2615	0.724093
2615	0.724734
2615	0.735623
2615	0.724153
2615	0.726283
2615	0.724123
2615	0.724553
2615	0.721293
2615	0.721743
2615	0.721814
2615	0.723433
2615	0.710914
2615	0.708923
2615	0.709213
2615	0.713543
2615	0.710363
2615	0.742873
2615	0.733484
2615	0.733933
2615	0.731563
2615	0.730814
2615	0.731023
2615	0.719964
2615	0.714373
2615	0.710613
2615	0.712373
2615	0.712633
2615	0.710073
2615	0.735253
2615	0.739383
2615	0.732514
2615	0.729943
2615	0.729723
2615	0.736513
2615	0.747563
2615	0.732763
2615	0.729763
2615	0.730693
2615	0.732184
2615	0.776253
2615	0.756603
2615	0.743964
2615	0.741923
2615	0.741653
2615	0.732833
2615	0.736074
2615	0.575002
2615	0.543413
2615	0.539862
2615	0.553722
2615	0.542313
2615	0.537172
2615	0.737213
2615	0.741983
2615	0.739724
2615	0.727243
2615	0.725993
2615	0.727883
2615	0.694943
2615	0.693053
2615	0.698523
2615	0.691023
2615	0.690543
2615	0.690663
2615	0.694143
2615	0.704013
2615	0.696213
2615	0.696443
2615	0.687283
2615	0.688013
2615	0.736984
2615	0.730763
2615	0.729723
2615	0.728613
2615	0.736503
2615	0.740283
2615	0.732273
2615	0.728334
2615	0.756783
2615	0.734744
2615	0.725193
2615	0.734144
2615	0.717313
2615	0.717794
2615	0.708843
2615	0.709513
2615	0.708103
2615	0.716473
