N	Time(ms)
3192	0.453452
3192	0.455602
3193	0.461512
3193	0.458162
3193	0.456132
3193	0.456902
3194	0.460422
3194	0.463982
3194	0.455402
3194	0.452242
3195	0.589072
3195	0.506243
3195	0.478532
3195	0.469172
3196	0.475512
3196	0.467822
3196	0.466562
3196	0.460322
3197	0.469982
3197	0.465592
3197	0.460472
3197	0.461772
3198	0.471512
3198	0.474012
3198	0.456182
3198	0.457322
3199	0.461123
3199	0.459972
3199	0.454882
3199	0.463623
3200	0.474702
3200	0.459442
3200	0.455122
3200	0.454382
3201	0.462822
3201	0.456802
3201	0.453322
3201	0.468562
3202	0.472542
3202	0.453492
3202	0.462362
3202	0.449042
3203	0.458702
3203	0.454002
3203	0.455722
3203	0.460192
3204	0.460012
3204	0.455062
3204	0.452362
3204	0.451012
3205	0.463862
3205	0.458873
3205	0.454322
3205	0.456552
3206	0.459772
3206	0.456303
3206	0.453572
3206	0.475902
3207	0.466832
3207	0.458962
3207	0.454942
3207	0.454392
3208	0.460122
3208	0.456162
3208	0.453302
3208	0.453732
3209	0.463912
3209	0.459952
3209	0.456642
3209	0.460192
3210	0.460992
3210	0.458592
3210	0.465602
3210	0.453152
3211	0.471682
3211	0.458992
3211	0.454522
3211	0.454482
3212	0.462552
3212	0.461022
3212	0.454992
3212	0.454232
3213	0.464312
3213	0.460502
3213	0.463512
3213	0.461472
3214	0.464282
3214	0.459672
3214	0.456232
3214	0.455162
3215	0.464092
3215	0.460982
3215	0.458872
3215	0.459892
3216	0.462982
3216	0.459672
3216	0.457222
3216	0.457322
3217	0.466572
3217	0.463602
3217	0.462032
3217	0.464112
3218	0.464502
3218	0.461852
3218	0.457412
3218	0.457492
3219	0.469142
3219	0.472502
3219	0.460592
3219	0.465712
3220	0.481242
3220	0.463332
3220	0.465512
3220	0.458112
3221	0.470362
3221	0.467012
3221	0.461432
3221	0.460822
3222	0.468062
3222	0.464112
3222	0.462222
3222	0.459762
3223	0.468462
3223	0.464892
3223	0.461432
3223	0.461942
3224	0.466183
3224	0.466012
3224	0.459732
3224	0.462162
3225	0.475802
3225	0.500833
3225	0.472772
3225	0.467582
3226	0.470452
3226	0.465282
3226	0.462272
3226	0.461582
3227	0.470392
3227	0.466212
3227	0.463152
3227	0.476442
3228	0.468852
3228	0.467442
3228	0.462082
3228	0.480832
3229	0.471032
3229	0.469042
3229	0.467872
3229	0.463992
3230	0.470793
3230	0.468422
3230	0.463922
3230	0.463172
3231	0.470342
3231	0.469712
3231	0.462633
3231	0.468532
3232	0.470022
3232	0.469502
3232	0.462012
3232	0.460782
3233	0.473302
3233	0.466412
3233	0.463772
3233	0.463072
3234	0.467432
3234	0.463422
3234	0.462022
3234	0.531062
3235	0.473102
3235	0.471862
3235	0.465062
3235	0.465392
3236	0.470342
3236	0.485482
3236	0.463702
3236	0.475012
3237	0.484532
3237	0.470142
3237	0.471572
3237	0.463112
3238	0.471612
3238	0.466873
3238	0.462692
3238	0.461752
3239	0.510913
3239	0.481242
3239	0.473912
3239	0.480473
3240	0.472312
3240	0.470212
3240	0.464652
3240	0.463762
3241	0.477282
3241	0.476212
3241	0.474283
3241	0.476352
3242	0.474512
3242	0.472212
3242	0.466702
3242	0.465172
3243	0.480382
3243	0.473132
3243	0.467323
3243	0.466622
3244	0.473202
3244	0.472962
3244	0.465842
3244	0.486002
3245	0.482232
3245	0.478233
3245	0.479152
3245	0.477142
3246	0.474812
3246	0.472772
3246	0.472002
3246	0.468873
3247	0.477832
3247	0.481433
3247	0.470612
3247	0.469922
3248	0.474682
3248	0.477572
3248	0.474692
3248	0.473512
3249	0.478352
3249	0.486802
3249	0.471352
3249	0.480533
3250	0.477242
3250	0.477062
3250	0.470982
3250	0.469012
3251	0.479282
3251	0.476793
3251	0.475312
3251	0.470512
3252	0.476302
3252	0.476522
3252	0.468872
3252	0.468332
3253	0.479972
3253	0.487212
3253	0.474112
3253	0.491412
3254	0.478772
3254	0.479572
3254	0.470512
3254	0.469342
3255	0.489083
3255	0.479252
3255	0.472243
3255	0.471972
3256	0.479282
3256	0.477832
3256	0.481232
3256	0.473222
3257	0.481832
3257	0.480392
3257	0.474122
3257	0.480132
3258	0.481672
3258	0.483082
3258	0.475522
3258	0.474322
3259	0.482213
3259	0.482262
3259	0.475082
3259	0.474752
3260	0.483572
3260	0.478793
3260	0.476622
3260	0.475012
3261	0.486642
3261	0.492052
3261	0.486442
3261	0.479073
3262	0.486132
3262	0.490023
3262	0.479832
3262	0.479692
3263	0.484443
3263	0.487692
3263	0.475172
3263	0.478482
3264	0.485382
3264	0.492452
3264	0.477142
3264	0.476572
3265	0.497042
3265	0.483182
3265	0.473672
3265	0.472442
3266	0.479252
3266	0.480122
3266	0.473452
3266	0.472622
3267	0.481232
3267	0.483172
3267	0.473862
3267	0.477362
3268	0.481372
3268	0.485642
3268	0.472562
3268	0.471313
3269	0.484042
3269	0.492002
3269	0.474462
3269	0.475152
3270	0.491673
3270	0.484032
3270	0.475172
3270	0.482683
3271	0.547132
3271	0.490652
3271	0.482192
3271	0.478712
3272	0.484263
3272	0.486922
3272	0.475942
3272	0.474692
3273	0.487852
3273	0.495142
3273	0.478112
3273	0.478692
3274	0.486542
3274	0.487762
3274	0.477772
3274	0.477423
3275	0.492482
3275	0.485672
3275	0.483032
3275	0.485782
3276	0.487752
3276	0.489072
3276	0.478422
3276	0.474972
3277	0.496332
3277	0.490513
3277	0.486622
3277	0.478992
3278	0.491952
3278	0.504543
3278	0.480612
3278	0.496882
3279	0.498703
3279	0.493512
3279	0.480433
3279	0.482352
3280	0.493472
3280	0.494453
3280	0.481382
3280	0.479282
3281	0.509182
3281	0.495632
3281	0.517993
3281	0.500732
3282	0.492062
3282	0.491242
3282	0.484643
3282	0.482932
3283	0.496332
3283	0.493252
3283	0.487352
3283	0.485933
3284	0.573932
3284	0.525092
3284	0.504462
3284	0.499932
3285	0.512273
3285	0.514082
3285	0.491532
3285	0.496322
3286	0.500223
3286	0.498492
3286	0.525472
3286	0.505342
3287	0.527602
3287	0.509442
3287	0.489642
3287	0.487433
3288	0.500362
3288	0.501532
3288	0.499732
3288	0.493223
3289	0.532762
3289	0.501742
3289	0.489902
3289	0.491273
3290	0.498532
3290	0.514942
3290	0.487652
3290	0.511622
3291	0.500122
3291	0.501222
3291	0.488902
3291	0.491642
3292	0.502652
3292	0.505042
3292	0.489052
3292	0.493142
3293	0.503912
3293	0.503962
3293	0.497582
3293	0.496562
3294	0.502412
3294	0.506223
3294	0.500052
3294	0.498612
3295	0.542583
3295	0.505262
3295	0.491693
3295	0.491032
3296	0.500963
3296	0.506712
3296	0.490643
3296	0.493992
3297	0.507342
3297	0.503632
3297	0.494933
3297	0.493902
3298	0.500542
3298	0.516492
3298	0.501413
3298	0.488342
3299	0.507192
3299	0.512462
3299	0.493953
3299	0.499252
3300	0.512402
3300	0.505042
3300	0.494173
3300	0.493132
3301	0.506722
3301	0.510703
3301	0.495382
3301	0.501212
3302	0.504752
3302	0.508993
3302	0.493142
3302	0.501862
3303	0.537942
3303	0.521502
3303	0.499903
3303	0.496752
3304	0.509383
3304	0.513222
3304	0.500283
3304	0.494532
3305	0.511132
3305	0.525423
3305	0.498232
3305	0.501142
3306	0.513032
3306	0.512922
3306	0.499582
3306	0.505062
3307	0.512632
3307	0.521572
3307	0.497962
3307	0.499922
3308	0.510752
3308	0.516482
3308	0.498422
3308	0.500642
3309	0.514443
3309	0.527002
3309	0.501392
3309	0.501023
3310	0.515872
3310	0.526282
3310	0.504653
3310	0.505532
3311	0.518832
3311	0.524862
3311	0.509673
3311	0.516602
3312	0.522583
3312	0.515872
3312	0.507333
3312	0.503592
3313	0.520272
3313	0.525113
3313	0.511312
3313	0.502342
3314	0.530642
3314	0.514462
3314	0.513872
3314	0.521932
3315	0.521023
3315	0.517552
3315	0.517223
3315	0.515882
3316	0.519282
3316	0.524533
3316	0.511682
3316	0.505052
3317	0.525612
3317	0.523442
3317	0.517693
3317	0.515612
3318	0.522423
3318	0.525723
3318	0.509282
3318	0.519692
3319	0.524893
3319	0.530152
3319	0.512512
3319	0.515123
3320	0.523972
3320	0.530832
3320	0.511873
3320	0.511282
3321	0.528312
3321	0.534072
3321	0.510102
3321	0.520322
3322	0.524473
3322	0.545272
3322	0.507093
3322	0.514442
3323	0.536942
3323	0.531983
3323	0.518552
3323	0.517292
3324	0.527272
3324	0.527802
3324	0.518272
3324	0.520823
3325	0.532262
3325	0.532412
3325	0.522663
3325	0.520612
3326	0.529213
3326	0.546223
3326	0.517752
3326	0.533222
3327	0.531622
3327	0.530412
3327	0.522682
3327	0.524823
3328	0.533072
3328	0.530383
3328	0.526182
3328	0.524632
3329	0.502732
3329	0.483542
3329	0.486272
3329	0.477532
3330	0.497342
3330	0.479963
3330	0.475922
3330	0.475392
3331	0.488852
3331	0.481912
3331	0.476782
3331	0.482072
3332	0.485252
3332	0.480292
3332	0.538442
3332	0.488052
3333	0.490013
3333	0.482762
3333	0.488143
3333	0.480992
3334	0.489662
3334	0.483902
3334	0.479652
3334	0.478342
3335	0.486882
3335	0.490082
3335	0.479142
3335	0.480172
3336	0.490982
3336	0.482723
3336	0.480652
3336	0.479052
3337	0.490812
3337	0.482912
3337	0.480802
3337	0.489032
3338	0.499953
3338	0.485022
3338	0.478822
3338	0.487212
3339	0.489372
3339	0.483382
3339	0.478362
3339	0.482323
3340	0.490432
3340	0.483303
3340	0.480862
3340	0.479422
3341	0.491922
3341	0.487782
3341	0.488092
3341	0.482152
3342	0.489292
3342	0.488013
3342	0.484862
3342	0.480692
3343	0.492052
3343	0.487882
3343	0.482322
3343	0.485543
3344	0.490902
3344	0.488372
3344	0.483932
3344	0.483172
3345	0.493702
3345	0.488412
3345	0.485332
3345	0.484602
3346	0.498582
3346	0.483732
3346	0.495672
3346	0.481302
3347	0.490192
3347	0.484992
3347	0.486453
3347	0.482962
3348	0.488732
3348	0.485292
3348	0.481962
3348	0.481273
3349	0.494182
3349	0.491112
3349	0.493193
3349	0.490162
3350	0.490722
3350	0.485352
3350	0.483442
3350	0.485093
3351	0.494902
3351	0.487372
3351	0.489982
3351	0.487822
3352	0.493233
3352	0.489602
3352	0.494612
3352	0.484672
3353	0.492792
3353	0.489742
3353	0.486502
3353	0.486492
3354	0.492502
3354	0.488903
3354	0.485382
3354	0.488712
3355	0.501072
3355	0.492522
3355	0.486313
3355	0.493282
3356	0.492412
3356	0.487942
3356	0.486362
3356	0.485413
3357	0.496842
3357	0.500133
3357	0.491602
3357	0.487912
3358	0.497092
3358	0.492933
3358	0.489892
3358	0.488472
3359	0.496962
3359	0.493542
3359	0.488533
3359	0.489262
3360	0.496232
3360	0.491872
3360	0.488132
3360	0.490043
3361	0.500722
3361	0.492992
3361	0.490252
3361	0.493872
3362	0.495043
3362	0.497602
3362	0.550723
3362	0.500472
3363	0.503203
3363	0.527523
3363	0.498632
3363	0.494502
3364	0.496372
3364	0.493352
3364	0.497922
3364	0.489952
3365	0.508832
3365	0.497092
3365	0.495082
3365	0.493532
3366	0.498162
3366	0.493632
3366	0.490242
3366	0.488602
3367	0.521262
3367	0.503552
3367	0.501322
3367	0.505132
3368	0.500452
3368	0.496702
3368	0.491722
3368	0.494282
3369	0.500692
3369	0.495562
3369	0.492072
3369	0.491982
3370	0.502912
3370	0.503232
3370	0.493922
3370	0.492363
3371	0.508352
3371	0.497273
3371	0.495002
3371	0.494003
3372	0.505772
3372	0.494562
3372	0.492442
3372	0.490053
3373	0.500472
3373	0.500562
3373	0.498272
3373	0.497413
3374	0.498532
3374	0.495672
3374	0.500412
3374	0.498473
3375	0.504122
3375	0.501642
3375	0.496482
3375	0.501193
3376	0.502342
3376	0.498352
3376	0.496792
3376	0.500823
3377	0.504452
3377	0.509452
3377	0.497852
3377	0.498363
3378	0.503782
3378	0.512852
3378	0.495193
3378	0.508012
3379	0.506033
3379	0.501082
3379	0.499723
3379	0.500742
3380	0.505942
3380	0.501442
3380	0.503822
3380	0.496852
3381	0.582032
3381	0.526482
3381	0.511502
3381	0.506553
3382	0.511162
3382	0.526922
3382	0.510933
3382	0.506812
3383	0.512732
3383	0.506503
3383	0.501532
3383	0.547082
3384	0.507842
3384	0.514762
3384	0.499492
3384	0.498672
3385	0.508992
3385	0.520162
3385	0.503512
3385	0.501813
3386	0.508822
3386	0.505253
3386	0.498842
3386	0.503943
3387	0.528012
3387	0.525673
3387	0.513232
3387	0.506562
3388	0.508002
3388	0.512592
3388	0.500412
3388	0.497882
3389	0.513143
3389	0.509652
3389	0.502272
3389	0.501522
3390	0.509953
3390	0.511722
3390	0.500182
3390	0.503633
3391	0.564812
3391	0.515093
3391	0.556492
3391	0.513992
3392	0.509703
3392	0.507273
3392	0.504162
3392	0.503703
3393	0.529362
3393	0.514263
3393	0.506772
3393	0.505092
3394	0.512182
3394	0.517482
3394	0.503672
3394	0.507102
3395	0.525903
3395	0.518852
3395	0.512852
3395	0.513972
3396	0.516212
3396	0.513573
3396	0.509052
3396	0.503812
3397	0.527072
3397	0.516862
3397	0.507882
3397	0.506162
3398	0.517332
3398	0.513682
3398	0.508242
3398	0.509322
3399	0.517443
3399	0.519082
3399	0.511032
3399	0.513442
3400	0.514912
3400	0.516412
3400	0.505823
3400	0.504752
3401	0.521753
3401	0.518512
3401	0.508572
3401	0.507283
3402	0.518092
3402	0.520052
3402	0.507283
3402	0.515492
3403	0.536322
3403	0.533672
3403	0.511272
3403	0.514322
3404	0.528623
3404	0.518252
3404	0.512392
3404	0.511813
3405	0.525582
3405	0.527633
3405	0.512702
3405	0.512902
3406	0.523292
3406	0.526572
3406	0.509402
3406	0.513002
3407	0.524493
3407	0.527552
3407	0.514753
3407	0.513872
3408	0.524733
3408	0.524363
3408	0.513602
3408	0.513853
3409	0.537402
3409	0.535702
3409	0.516143
3409	0.516982
3410	0.527092
3410	0.525712
3410	0.524162
3410	0.514972
3411	0.545983
3411	0.566023
3411	0.533882
3411	0.522022
3412	0.528472
3412	0.528282
3412	0.517582
3412	0.515813
3413	0.530442
3413	0.533283
3413	0.518552
3413	0.515952
3414	0.529453
3414	0.530543
3414	0.517022
3414	0.520913
3415	0.552502
3415	0.537032
3415	0.518832
3415	0.517472
3416	0.531162
3416	0.534772
3416	0.520393
3416	0.517252
3417	0.539832
3417	0.534152
3417	0.521942
3417	0.525832
3418	0.542453
3418	0.536032
3418	0.518023
3418	0.526752
3419	0.534712
3419	0.538472
3419	0.522752
3419	0.522383
3420	0.535152
3420	0.537043
3420	0.520982
3420	0.525812
3421	0.541013
3421	0.538512
3421	0.527593
3421	0.525663
3422	0.537612
3422	0.540693
3422	0.527602
3422	0.524432
3423	0.538872
3423	0.542913
3423	0.521062
3423	0.525912
3424	0.543123
3424	0.542982
3424	0.526103
3424	0.525322
3425	0.539042
3425	0.546402
3425	0.538342
3425	0.526363
3426	0.549862
3426	0.541923
3426	0.525362
3426	0.524732
3427	0.543603
3427	0.547442
3427	0.525113
3427	0.529622
3428	0.542972
3428	0.548032
3428	0.529892
3428	0.525013
3429	0.546192
3429	0.549962
3429	0.531523
3429	0.532283
3430	0.550072
3430	0.546593
3430	0.531692
3430	0.530242
3431	0.571542
3431	0.562693
3431	0.564852
3431	0.539123
3432	0.550452
3432	0.554603
3432	0.538882
3432	0.535282
3433	0.557613
3433	0.546963
3433	0.540952
3433	0.554212
3434	0.548603
3434	0.549862
3434	0.537953
3434	0.534093
3435	0.550982
3435	0.560073
3435	0.533043
3435	0.535662
3436	0.561973
3436	0.549473
3436	0.543452
3436	0.542452
3437	0.553953
3437	0.553052
3437	0.544743
3437	0.541222
3438	0.553693
3438	0.560262
3438	0.553843
3438	0.553642
3439	0.552933
3439	0.551052
3439	0.552743
3439	0.547562
3440	0.561452
3440	0.565702
3440	0.540393
3440	0.547012
3441	0.557042
3441	0.554842
3441	0.554812
3441	0.562163
3442	0.555733
3442	0.553423
3442	0.547322
3442	0.547183
3443	0.560273
3443	0.564673
3443	0.548722
3443	0.547022
3444	0.558343
3444	0.557332
3444	0.548353
3444	0.553752
3445	0.561893
3445	0.561312
3445	0.552143
3445	0.557572
3446	0.565993
3446	0.561273
3446	0.560612
3446	0.551552
3447	0.561463
3447	0.559973
3447	0.563162
3447	0.553432
3448	0.574153
3448	0.560393
3448	0.556242
3448	0.554862
3449	0.569113
3449	0.562183
3449	0.551343
3449	0.552572
3450	0.561883
3450	0.560283
3450	0.554843
3450	0.553062
3451	0.563572
3451	0.560652
3451	0.555983
3451	0.564112
3452	0.564393
3452	0.558522
3452	0.556013
3452	0.565622
3453	0.567303
3453	0.566012
3453	0.567233
3453	0.558982
3454	0.567023
3454	0.575383
3454	0.557742
3454	0.562933
3455	0.566592
3455	0.565222
3455	0.584493
3455	0.568643
3456	0.563843
3456	0.562472
3456	0.558713
3456	0.561082
3457	0.587823
3457	0.587263
3457	0.559952
3457	0.576073
3458	0.561882
3458	0.559113
3458	0.579152
3458	0.552793
3459	0.566572
3459	0.562982
3459	0.571353
3459	0.567622
3460	0.563132
3460	0.571792
3460	0.555173
3460	0.571212
3461	0.564863
3461	0.564103
3461	0.572572
3461	0.569413
3462	0.580612
3462	0.583393
3462	0.563212
3462	0.573453
3463	0.575063
3463	0.581143
3463	0.560702
3463	0.574313
3464	0.580792
3464	0.563482
3464	0.576952
3464	0.558323
3465	0.579322
3465	0.576632
3465	0.558693
3465	0.570532
3466	0.571103
3466	0.582042
3466	0.563203
3466	0.557852
3467	0.586783
3467	0.565913
3467	0.573402
3467	0.560273
3468	0.569752
3468	0.578223
3468	0.556382
3468	0.576653
3469	0.569593
3469	0.576243
3469	0.582153
3469	0.560302
3470	0.579733
3470	0.572543
3470	0.574853
3470	0.575512
3471	0.569323
3471	0.579452
3471	0.561483
3471	0.584012
3472	0.578263
3472	0.567963
3472	0.569812
3472	0.556653
3473	0.649533
3473	0.646623
3473	0.594453
3473	0.575552
3474	0.618753
3474	0.599363
3474	0.572522
3474	0.577753
3475	0.576822
3475	0.585622
3475	0.579663
3475	0.629262
3476	0.593183
3476	0.570883
3476	0.595292
3476	0.580423
3477	0.584983
3477	0.592213
3477	0.567463
3477	0.590632
3478	0.585682
3478	0.589852
3478	0.586813
3478	0.565942
3479	0.587713
3479	0.587473
3479	0.579622
3479	0.578883
3480	0.575892
3480	0.586422
3480	0.579773
3480	0.568172
3481	0.595963
3481	0.580943
3481	0.581652
3481	0.584893
3482	0.575332
3482	0.669002
3482	0.574142
3482	0.574563
3483	0.589963
3483	0.572793
3483	0.581383
3483	0.577102
3484	0.585973
3484	0.587503
3484	0.570212
3484	0.580093
3485	0.582362
3485	0.589492
3485	0.591633
3485	0.573122
3486	0.591973
3486	0.589113
3486	0.582912
3486	0.582783
3487	0.579423
3487	0.591712
3487	0.581803
3487	0.578382
3488	0.597783
3488	0.578283
3488	0.579652
3488	0.591203
3489	0.632723
3489	0.604263
3489	0.570433
3489	0.574633
3490	0.589402
3490	0.579832
3490	0.589403
3490	0.575193
3491	0.583802
3491	0.584132
3491	0.571953
3491	0.587362
3492	0.597263
3492	0.577823
3492	0.583112
3492	0.595603
3493	0.619493
3493	0.600702
3493	0.576523
3493	0.599753
3494	0.582112
3494	0.586813
3494	0.586913
3494	0.580392
3495	0.618553
3495	0.597143
3495	0.580132
3495	0.588293
3496	0.590333
3496	0.591653
3496	0.584673
3496	0.580583
3497	0.597653
3497	0.581313
3497	0.593532
3497	0.587913
3498	0.584532
3498	0.594912
3498	0.575743
3498	0.598002
3499	0.594842
3499	0.583943
3499	0.589602
3499	0.583702
3500	0.593903
3500	0.599243
3500	0.578862
3500	0.588333
3501	0.590642
3501	0.586902
3501	0.595163
3501	0.584923
3502	0.599343
3502	0.597013
3502	0.580653
3502	0.601673
3503	0.589002
3503	0.599443
3503	0.594283
3503	0.584222
3504	0.600243
3504	0.608623
3504	0.581812
3504	0.591523
3505	0.591522
3505	0.601852
3505	0.596243
3505	0.593343
3506	0.599922
3506	0.585173
3506	0.587693
3506	0.590152
3507	0.596963
3507	0.600363
3507	0.588952
3507	0.587343
3508	0.599692
3508	0.600112
3508	0.592453
3508	0.588073
3509	0.592853
3509	0.603853
3509	0.584593
3509	0.602573
3510	0.603792
3510	0.591452
3510	0.598323
3510	0.588752
3511	0.602893
3511	0.603843
3511	0.588873
3511	0.603422
3512	0.603323
3512	0.597723
3512	0.606712
3512	0.587463
3513	0.604033
3513	0.605182
3513	0.589483
3513	0.603993
3514	0.601822
3514	0.591642
3514	0.597743
3514	0.586052
3515	0.623213
3515	0.614693
3515	0.590773
3515	0.602683
3516	0.598593
3516	0.598383
3516	0.597943
3516	0.586682
3517	0.614733
3517	0.609773
3517	0.593763
3517	0.614762
3518	0.602433
3518	0.597933
3518	0.603773
3518	0.591372
3519	0.614003
3519	0.610003
3519	0.592832
3519	0.601813
3520	0.600973
3520	0.599973
3520	0.601133
3520	0.588502
3521	0.607693
3521	0.602643
3521	0.590382
3521	0.600193
3522	0.589973
3522	0.591483
3522	0.592342
3522	0.581833
3523	0.610762
3523	0.601702
3523	0.587023
3523	0.602203
3524	0.592722
3524	0.601003
3524	0.601503
3524	0.587122
3525	0.609933
3525	0.606383
3525	0.589212
3525	0.608703
3526	0.602993
3526	0.607443
3526	0.598372
3526	0.585573
3527	0.614273
3527	0.611093
3527	0.597933
3527	0.604883
3528	0.596883
3528	0.609773
3528	0.603512
3528	0.587233
3529	0.610253
3529	0.605923
3529	0.591342
3529	0.603963
3530	0.597902
3530	0.608482
3530	0.600703
3530	0.589103
3531	0.616102
3531	0.606972
3531	0.592993
3531	0.604552
3532	0.600863
3532	0.611813
3532	0.609333
3532	0.588642
3533	0.614703
3533	0.607743
3533	0.596832
3533	0.612043
3534	0.609783
3534	0.611923
3534	0.601272
3534	0.591123
3535	0.617293
3535	0.604622
3535	0.603693
3535	0.606122
3536	0.603733
3536	0.614923
3536	0.626993
3536	0.590982
3537	0.617473
3537	0.613263
3537	0.599593
3537	0.617362
3538	0.604213
3538	0.614893
3538	0.608663
3538	0.603892
3539	0.621313
3539	0.620223
3539	0.599073
3539	0.615383
3540	0.607033
3540	0.610473
3540	0.621793
3540	0.598133
3541	0.620082
3541	0.621682
3541	0.598003
3541	0.613113
3542	0.611252
3542	0.609272
3542	0.607273
3542	0.597023
3543	0.627202
3543	0.621492
3543	0.603223
3543	0.616063
3544	0.620162
3544	0.613802
3544	0.613263
3544	0.601803
3545	0.618522
3545	0.626352
3545	0.641763
3545	0.628133
3546	0.623713
3546	0.610833
3546	0.616893
3546	0.621873
3547	0.620952
3547	0.624182
3547	0.618313
3547	0.612883
3548	0.623312
3548	0.622242
3548	0.601543
3548	0.609523
3549	0.613882
3549	0.626982
3549	0.619103
3549	0.603503
3550	0.627613
3550	0.626323
3550	0.608422
3550	0.621883
3551	0.617433
3551	0.617103
3551	0.618902
3551	0.609053
3552	0.625843
3552	0.637553
3552	0.602723
3552	0.614193
3553	0.629523
3553	0.628493
3553	0.642513
3553	0.625513
3554	0.615813
3554	0.626133
3554	0.612092
3554	0.609873
3555	0.629673
3555	0.616013
3555	0.619662
3555	0.622813
3556	0.623003
3556	0.630973
3556	0.618653
3556	0.606952
3557	0.633503
3557	0.643093
3557	0.610953
3557	0.625823
3558	0.621243
3558	0.622563
3558	0.624413
3558	0.614162
3559	0.651063
3559	0.629522
3559	0.618873
3559	0.629983
3559	3.03066
3559	2.18618
3559	1.89736
3559	1.74943
3559	1.65388
3559	1.47659
3559	1.29334
3559	1.29769
3559	1.28064
3559	1.27987
3559	1.31337
3559	1.57593
3559	1.81064
3559	1.81343
3559	1.82414
3559	1.8095
3559	1.77854
3559	1.653
3559	1.64092
3559	1.66426
3559	1.63992
3559	1.64277
3559	1.63593
3559	1.48779
3559	0.814764
3559	0.822613
3559	0.822544
3559	0.818134
3559	0.816713
3559	0.816304
3559	0.828503
3559	0.829914
3559	0.821354
3559	0.822274
3559	0.820624
3559	0.824484
3559	0.819064
3559	0.825563
3559	0.821444
3559	0.827544
3559	0.851623
3559	0.820754
3559	0.829023
3559	0.821414
3559	0.818423
3559	0.834844
3559	0.826244
3559	0.814713
3559	0.828554
3559	0.825334
3559	0.823124
3559	0.821344
3559	0.820143
3559	0.819084
3559	0.859504
3559	0.826473
3559	0.821554
3559	0.820754
3559	0.824823
3559	0.819104
3559	0.828084
3559	0.829874
3559	0.832054
3559	0.820284
3559	0.821323
3559	0.817354
3559	0.818814
3559	0.826503
3559	0.824544
3559	0.821934
3559	0.819173
3559	0.819184
3559	0.838754
3559	0.837953
3559	0.834534
3559	0.831554
3559	0.821634
3559	0.820674
3559	0.824273
3559	0.824064
3559	0.821353
3559	0.823443
3559	0.819604
3559	0.819043
3559	0.831444
3559	0.835493
3559	0.837354
3559	0.825393
3559	0.827984
3559	0.821974
3559	0.820063
3559	0.828124
3559	0.824343
3559	0.824494
3559	0.831573
3559	0.820614
3559	0.826853
3559	0.825554
3559	0.823924
3559	0.828753
3559	0.820874
3559	0.832653
3559	0.821814
3559	0.829343
3559	0.825314
3559	0.823744
3559	0.822613
3559	0.823854
3559	0.833653
3559	0.826694
3559	0.822613
3559	0.829144
3559	0.820763
3559	0.867474
3559	0.838234
3559	0.828754
3559	0.826923
3559	0.825394
3559	0.834504
3559	0.823564
3553	1.05854
3553	0.930584
3553	0.897324
3553	0.880954
3553	0.858304
3553	0.861364
3553	0.859844
3553	0.847933
3553	0.840334
3553	0.835934
3553	0.834483
3553	0.855584
3553	0.837063
3553	0.829354
3553	0.824943
3553	0.827834
3553	0.822484
3553	0.821113
3553	0.822964
3553	0.832674
3553	0.821883
3553	0.820544
3553	0.818393
3553	0.820844
3553	0.827843
3553	0.826764
3553	0.822833
3553	0.832414
3553	0.820454
3553	0.820193
3553	0.818163
3553	0.825874
3553	0.820464
3553	0.818394
3553	0.818323
3553	0.821264
3553	0.830334
3553	0.824223
3553	0.820824
3553	0.820683
3553	0.821034
3553	0.818294
3553	0.818293
3553	0.825474
3553	0.827514
3553	0.819834
3553	0.818354
3553	0.820774
3553	0.822523
3553	0.827644
3553	0.819123
3553	0.826773
3553	0.819314
3553	0.816663
3553	0.826064
3553	0.823714
3553	0.827873
3553	0.821094
3553	0.828263
3553	0.819494
3553	0.824904
3553	0.821844
3553	0.818764
3553	0.829804
3553	0.823833
3553	0.828614
3553	0.823364
3553	0.825183
3553	0.825124
3553	0.821394
3553	0.821623
3553	0.868494
3553	0.832104
3553	0.826323
3553	0.822374
3553	0.823214
3553	0.820574
3553	0.819674
3553	0.825773
3553	0.823134
3553	0.822734
3553	0.817863
3553	0.826394
3553	0.817463
3553	0.824784
3553	0.830413
3553	0.820934
3553	0.822113
3553	0.817134
3553	0.819164
3553	0.812653
3553	0.820954
3553	0.820633
3553	0.822104
3553	0.848924
3553	0.845754
3553	0.814634
3553	0.821763
3553	0.820414
3553	0.819413
3553	0.817734
3553	0.816573
3553	0.826664
3553	0.821813
3553	0.818354
3553	0.824213
3553	0.818594
3553	0.815793
3553	0.817123
3553	0.833734
3553	0.826504
3553	0.830274
3553	0.819004
3553	0.820964
3553	0.827453
3553	0.823704
3553	0.829764
3553	0.819263
3553	0.817614
3553	0.828083
3535	0.958714
3535	0.892265
3535	0.863283
3535	0.845743
3535	0.844184
3535	0.830683
3535	0.836803
3535	0.826334
3535	0.819624
3535	0.825123
3535	0.818414
3535	0.814653
3535	0.825043
3535	0.836814
3535	0.853654
3535	0.842253
3535	0.821624
3535	0.812644
3535	0.820894
3535	0.814483
3535	0.819184
3535	0.814614
3535	0.809923
3535	0.807844
3535	0.813863
3535	0.810424
3535	0.806233
3535	0.808084
3535	0.805563
3535	0.803494
3535	0.817094
3535	0.813583
3535	0.822014
3535	0.807933
3535	0.808814
3535	0.807583
3535	0.812343
3535	0.819874
3535	0.814774
