NReq	NNode	NDomain	Time(ms)
20	100	2531	10.6472
20	100	2536	10.8108
20	100	2541	10.9415
20	100	2546	11.0866
20	100	2551	11.2391
20	100	2556	11.053
20	100	2561	10.8996
20	100	2566	11.2023
20	100	2571	11.0761
20	100	2576	11.1738
20	100	2581	11.1432
20	100	2586	10.9665
20	100	2591	11.1747
20	100	2596	11.3012
20	100	2601	11.1201
20	100	2606	11.2001
20	100	2611	11.3499
20	100	2616	11.3101
20	100	2621	11.1318
20	100	2626	11.4683
20	100	2631	11.3957
20	100	2636	11.4703
20	100	2641	11.4357
20	100	2646	11.1656
20	100	2651	11.6087
20	100	2656	11.4748
20	100	2661	11.4443
20	100	2666	11.3801
20	100	2671	11.2241
20	100	2676	11.4821
20	100	2681	11.7094
20	100	2686	11.5689
20	100	2691	11.4022
20	100	2696	11.6549
20	100	2701	11.6852
20	100	2706	11.6296
20	100	2711	11.8664
20	100	2716	11.8944
20	100	2721	11.5872
20	100	2726	11.6031
20	100	2731	11.8648
20	100	2736	11.9339
20	100	2741	12.1698
20	100	2746	12.1878
20	100	2751	12.0586
20	100	2756	11.9161
20	100	2761	11.5625
20	100	2766	12.0909
20	100	2771	11.8305
20	100	2776	11.8643
20	100	2781	11.8034
20	100	2786	12.0037
20	100	2791	11.8931
20	100	2796	12.0913
20	100	2801	12.2783
20	100	2806	11.8665
20	100	2811	12.2015
20	100	2816	12.2716
20	100	2821	12.0861
20	100	2826	12.3967
20	100	2831	12.0657
20	100	2836	12.0625
20	100	2841	12.2009
20	100	2846	12.1533
20	100	2851	12.1957
20	100	2856	12.6307
20	100	2861	12.5353
20	100	2866	12.79
20	100	2871	12.0836
20	100	2876	12.4298
20	100	2881	12.1361
20	100	2886	12.3989
20	100	2891	12.3867
20	100	2896	12.1849
20	100	2901	12.5496
20	100	2906	12.5223
20	100	2911	12.5952
20	100	2916	12.4928
20	100	2921	12.5773
20	100	2926	12.5361
20	100	2931	12.6142
20	100	2936	12.6076
20	100	2941	12.639
20	100	2946	12.6404
20	100	2951	12.7669
20	100	2956	12.574
20	100	2961	12.5559
20	100	2966	12.9685
20	100	2971	12.5104
20	100	2976	12.9505
20	100	2981	12.6916
20	100	2986	12.9614
20	100	2991	12.8222
20	100	2996	12.7377
20	100	3001	13.0408
20	100	3006	12.92
20	100	3011	13.0338
20	100	3016	12.9346
20	100	3021	12.7174
20	100	3026	12.9336
20	100	3031	13.1496
20	100	3036	13.1057
20	100	3041	12.7395
20	100	3046	13.2951
20	100	3051	13.1193
20	100	3056	12.9641
20	100	3061	12.9194
20	100	3066	13.4776
20	100	3071	13.2009
20	100	3076	13.2248
20	100	3081	12.9117
20	100	3086	13.297
20	100	3091	13.502
20	100	3096	13.4731
20	100	3101	13.4404
20	100	3106	13.2483
20	100	3111	13.4682
20	100	3116	13.1935
20	100	3121	13.3019
20	100	3126	13.1839
20	100	3131	13.6557
20	100	3136	13.2938
20	100	3141	13.5766
20	100	3146	13.3771
20	100	3151	13.4775
20	100	3156	13.6519
20	100	3161	13.4734
20	100	3166	13.8457
20	100	3171	13.7638
20	100	3176	13.6662
20	100	3181	13.5351
20	100	3186	13.8568
20	100	3191	13.8232
20	100	3196	13.855
20	100	3201	13.5184
20	100	3206	13.9743
20	100	3211	13.7967
20	100	3216	14.0063
20	100	3221	13.7358
20	100	3226	14.1152
20	100	3231	14.1598
20	100	3236	13.9317
20	100	3241	13.9064
20	100	3246	13.4739
20	100	3251	13.9284
20	100	3256	13.8641
20	100	3261	13.9255
20	100	3266	14.3416
20	100	3271	13.8963
20	100	3276	13.9372
20	100	3281	13.6533
20	100	3286	14.3984
20	100	3291	14.0084
20	100	3296	14.2765
20	100	3301	14.1692
20	100	3306	13.9545
20	100	3311	14.1023
20	100	3316	14.3163
20	100	3321	14.2863
20	100	3326	13.9557
20	100	3331	14.2182
20	100	3336	14.3887
20	100	3341	14.3406
20	100	3346	13.9191
20	100	3351	14.4643
20	100	3356	14.0865
20	100	3361	14.1825
20	100	3366	14.2337
20	100	3371	14.4107
20	100	3376	14.3794
20	100	3381	14.5627
20	100	3386	14.5126
20	100	3391	14.5212
20	100	3396	14.5531
20	100	3401	14.5362
20	100	3406	14.3351
20	100	3411	14.5284
20	100	3416	14.7707
20	100	3421	14.7777
20	100	3426	14.6647
20	100	3431	14.65
20	100	3436	14.4717
20	100	3441	14.5702
20	100	3446	14.0431
20	100	3451	14.8409
20	100	3456	15.173
20	100	3461	14.8499
20	100	3466	15.0511
20	100	3471	15.0491
20	100	3476	14.8675
20	100	3481	14.7477
20	100	3486	14.8836
20	100	3491	14.993
20	100	3496	14.5521
20	100	3501	14.7273
20	100	3506	14.8208
20	100	3511	15.0174
20	100	3516	15.017
20	100	3521	15.2768
20	100	3526	15.236
20	100	3531	15.3179
20	100	3536	15.2289
20	100	3541	15.0553
20	100	3546	14.9553
20	100	3551	15.0669
20	100	3556	15.0423
20	100	3561	15.6401
20	100	3566	15.8107
20	100	3571	15.5833
20	100	3576	15.3226
20	100	3581	15.1314
20	100	3586	15.2601
20	100	3591	19.3657
20	100	3596	18.2137
20	100	3601	15.8872
20	100	3606	15.6667
20	100	3611	15.7461
20	100	3616	15.3973
20	100	3621	15.594
20	100	3626	15.8053
20	100	3631	15.6261
20	100	3636	15.3344
20	100	3641	16.1086
20	100	3646	15.6953
20	100	3651	17.172
20	100	3656	15.9748
20	100	3661	15.5764
20	100	3666	16.1492
20	100	3671	15.5689
20	100	3676	15.8974
20	100	3681	15.723
20	100	3686	15.4572
20	100	3691	15.5936
20	100	3696	15.7632
20	100	3701	15.8003
20	100	3706	16.1936
20	100	3711	16.3257
20	100	3716	16.2092
20	100	3721	15.9406
20	100	3726	16.0715
20	100	3731	15.906
20	100	3736	16.1256
20	100	3741	15.9062
20	100	3746	16.1029
20	100	3751	16.0043
20	100	3756	15.4983
20	100	3761	15.8505
20	100	3766	16.2733
20	100	3771	16.2273
20	100	3776	16.1037
20	100	3781	16.0506
20	100	3786	16.3286
20	100	3791	16.4045
20	100	3796	15.9654
20	100	3801	16.3162
20	100	3806	16.9029
20	100	3811	16.6079
20	100	3816	16.4735
20	100	3821	16.1224
20	100	3826	16.4987
20	100	3831	16.1683
20	100	3836	16.0511
20	100	3841	16.71
20	100	3846	16.2184
20	100	3851	16.7633
20	100	3856	16.7033
20	100	3861	16.555
20	100	3866	16.6298
20	100	3871	16.1478
20	100	3876	16.8951
20	100	3881	16.763
20	100	3886	16.5873
20	100	3891	16.625
20	100	3896	16.6331
20	100	3901	17.1522
20	100	3906	16.8276
20	100	3911	16.6657
20	100	3916	16.5413
20	100	3921	17.2194
20	100	3926	16.8268
20	100	3931	16.7095
20	100	3936	17.163
20	100	3941	16.7625
20	100	3946	17.052
20	100	3951	16.8373
20	100	3956	16.5752
20	100	3961	16.8981
20	100	3966	16.8149
20	100	3971	16.9086
20	100	3976	16.7077
20	100	3981	17.2141
20	100	3986	17.394
20	100	3991	17.2199
20	100	3996	16.8342
20	100	4001	17.2208
20	100	4006	17.4993
20	100	4011	16.9007
20	100	4016	17.1199
20	100	4021	17.4725
20	100	4026	17.2524
20	100	4031	17.2833
20	100	4036	17.2963
20	100	4041	16.8325
20	100	4046	17.2339
20	100	4051	17.4946
20	100	4056	17.4921
20	100	4061	17.2972
20	100	4066	17.7153
20	100	4071	17.3727
20	100	4076	17.6985
20	100	4081	17.1399
20	100	4086	17.165
20	100	4091	17.4983
20	100	4096	17.858
20	100	4101	19.0655
20	100	4106	19.2854
20	100	4111	19.1227
20	100	4116	18.989
20	100	4121	19.2156
20	100	4126	19.0458
20	100	4131	19.091
20	100	4136	19.1012
20	100	4141	19.1116
20	100	4146	19.1909
20	100	4151	19.2296
20	100	4156	18.8247
20	100	4161	19.0819
20	100	4166	18.962
20	100	4171	19.1883
20	100	4176	18.7037
20	100	4181	19.434
20	100	4186	19.5689
20	100	4191	19.0503
20	100	4196	19.2594
20	100	4201	19.4862
20	100	4206	19.5542
20	100	4211	19.4746
20	100	4216	19.0392
20	100	4221	19.3199
20	100	4226	19.4568
20	100	4231	19.0959
20	100	4236	19.6828
20	100	4241	19.6591
20	100	4246	19.2043
20	100	4251	19.8063
20	100	4256	19.6465
20	100	4261	19.8052
20	100	4266	19.6876
20	100	4271	20.1771
20	100	4276	19.8989
20	100	4281	19.1244
20	100	4286	19.6883
20	100	4291	19.6767
20	100	4296	19.8385
20	100	4301	19.1543
20	100	4306	19.9348
20	100	4311	19.4632
20	100	4316	19.6986
20	100	4321	19.9515
20	100	4326	20.1413
20	100	4331	19.6866
20	100	4336	20.4251
20	100	4341	20.011
20	100	4346	19.5125
20	100	4351	20.0008
20	100	4356	20.1027
20	100	4361	19.8638
20	100	4366	20.052
20	100	4371	19.6519
20	100	4376	19.9011
20	100	4381	20.2026
20	100	4386	19.7665
20	100	4391	20.4019
20	100	4396	19.9621
20	100	4401	20.3164
20	100	4406	20.4928
20	100	4411	19.9861
20	100	4416	20.3449
20	100	4421	20.355
20	100	4426	20.1671
20	100	4431	20.1736
20	100	4436	20.4475
20	100	4441	20.1261
20	100	4446	21.0331
20	100	4451	20.7696
20	100	4456	21.0542
20	100	4461	20.5913
20	100	4466	20.2497
20	100	4471	20.5421
20	100	4476	20.3739
20	100	4481	20.7917
20	100	4486	21.0227
20	100	4491	20.671
20	100	4496	20.6505
20	100	4501	20.6456
20	100	4506	20.9117
20	100	4511	20.5238
20	100	4516	20.8824
20	100	4521	20.9155
20	100	4526	21.1662
20	100	4531	20.5607
20	100	4536	20.9447
20	100	4541	20.4159
20	100	4546	20.8991
20	100	4551	20.5907
20	100	4556	20.5393
20	100	4561	21.2235
20	100	4566	20.7508
20	100	4571	20.6229
20	100	4576	20.7588
20	100	4581	20.5548
20	100	4586	20.6542
20	100	4591	21.2242
20	100	4596	21.1747
20	100	4601	20.8064
20	100	4606	20.8343
20	100	4611	20.8593
20	100	4616	20.811
20	100	4621	20.9647
20	100	4626	20.6018
20	100	4631	21.3472
20	100	4636	20.5745
20	100	4641	21.4724
20	100	4646	20.6651
20	100	4651	21.3241
20	100	4656	21.2684
20	100	4661	20.5654
20	100	4666	21.2015
20	100	4671	21.3209
20	100	4676	21.1324
20	100	4681	21.562
20	100	4686	20.9321
20	100	4691	21.8476
20	100	4696	21.2615
20	100	4701	21.6836
20	100	4706	21.0128
20	100	4711	21.4623
20	100	4716	22.0227
20	100	4721	21.7039
20	100	4726	21.5123
20	100	4731	21.5681
20	100	4736	21.8802
20	100	4741	21.4965
20	100	4746	21.7059
20	100	4751	22.02
20	100	4756	21.6033
20	100	4761	21.4583
20	100	4766	21.9484
20	100	4771	21.4824
20	100	4776	21.3298
20	100	4781	21.3456
20	100	4786	21.6833
20	100	4791	22.1495
20	100	4796	21.8025
20	100	4801	21.9875
20	100	4806	21.8034
20	100	4811	22.0338
20	100	4816	21.4241
20	100	4821	21.4572
20	100	4826	22.0221
20	100	4831	22.3846
20	100	4836	22.337
20	100	4841	21.9097
20	100	4846	21.8548
20	100	4851	22.116
20	100	4856	22.0067
20	100	4861	25.8249
20	100	4866	22.6827
20	100	4871	22.6335
20	100	4876	21.7842
20	100	4881	22.5887
20	100	4886	22.2969
20	100	4891	21.7794
20	100	4896	22.1144
20	100	4901	22.6708
20	100	4906	22.2933
20	100	4911	22.332
20	100	4916	22.4123
20	100	4921	22.5822
20	100	4926	22.5696
20	100	4931	23.0182
20	100	4936	22.0364
20	100	4941	21.9878
20	100	4946	22.2545
20	100	4951	23.1907
20	100	4956	22.3363
20	100	4961	22.6485
20	100	4966	22.5886
20	100	4971	22.7427
20	100	4976	22.876
20	100	4981	23.1812
20	100	4986	22.2262
20	100	4991	23.0027
20	100	4996	22.7993
20	200	1	0.15689
20	200	6	0.18243
20	200	11	0.207751
20	200	16	0.230831
20	200	21	0.264731
20	200	26	0.289811
20	200	31	0.321272
20	200	36	0.363082
20	200	41	0.377252
20	200	46	0.410292
20	200	51	0.449342
20	200	56	0.480852
20	200	61	0.520522
20	200	66	0.573242
20	200	71	0.595653
20	200	76	0.614323
20	200	81	0.645283
20	200	86	0.634432
20	200	91	0.716873
20	200	96	0.750463
20	200	101	0.739493
20	200	106	0.766973
20	200	111	0.856543
20	200	116	0.871213
20	200	121	0.908574
20	200	126	0.912514
20	200	131	1.04443
20	200	136	1.06913
20	200	141	1.11082
20	200	146	1.12279
20	200	151	1.16616
20	200	156	1.19033
20	200	161	1.22199
20	200	166	1.25463
20	200	171	1.25282
20	200	176	1.30394
20	200	181	1.34387
20	200	186	1.35044
20	200	191	1.39771
20	200	196	1.42728
20	200	201	1.5254
20	200	206	1.48329
20	200	211	1.5122
20	200	216	1.52114
20	200	221	1.5712
20	200	226	1.63488
20	200	231	1.65608
20	200	236	1.71171
20	200	241	1.72743
20	200	246	1.71788
20	200	251	1.75547
20	200	256	1.79122
20	200	261	1.9054
20	200	266	1.88682
20	200	271	1.89861
20	200	276	1.95493
20	200	281	2.04461
20	200	286	2.07929
20	200	291	2.07198
20	200	296	2.05298
20	200	301	2.15083
20	200	306	2.12555
20	200	311	2.24689
20	200	316	2.23798
20	200	321	2.20126
20	200	326	2.32053
20	200	331	2.27445
20	200	336	2.33987
20	200	341	2.40337
20	200	346	2.40333
20	200	351	2.4973
20	200	356	2.50248
20	200	361	2.47867
20	200	366	2.5278
20	200	371	2.57893
20	200	376	2.65369
20	200	381	2.64177
20	200	386	2.67471
20	200	391	2.69735
20	200	396	2.63902
20	200	401	2.83778
20	200	406	2.81415
20	200	411	2.87586
20	200	416	2.95692
20	200	421	2.84133
20	200	426	2.84634
20	200	431	2.9261
20	200	436	2.9552
20	200	441	3.05264
20	200	446	3.12719
20	200	451	3.13215
20	200	456	3.24112
20	200	461	3.10296
20	200	466	3.19217
20	200	471	3.16172
20	200	476	3.31643
20	200	481	3.33709
20	200	486	3.38722
20	200	491	3.3639
20	200	496	3.3915
20	200	501	3.42944
20	200	506	3.50615
20	200	511	3.54963
20	200	516	3.68814
20	200	521	3.64729
20	200	526	3.70913
20	200	531	3.80887
20	200	536	3.71755
20	200	541	3.74488
20	200	546	3.85138
20	200	551	3.79102
20	200	556	3.94632
20	200	561	3.79989
20	200	566	3.83133
20	200	571	4.01195
20	200	576	4.01426
20	200	581	4.0671
20	200	586	4.11708
20	200	591	4.05977
20	200	596	4.09106
20	200	601	4.19176
20	200	606	4.26709
20	200	611	4.39846
20	200	616	4.27231
20	200	621	4.28415
20	200	626	4.60927
20	200	631	4.44509
20	200	636	4.37719
20	200	641	4.44984
20	200	646	4.50504
20	200	651	4.45198
20	200	656	4.56924
20	200	661	4.70038
20	200	666	4.73866
20	200	671	4.63594
20	200	676	4.67486
20	200	681	4.70404
20	200	686	4.73934
20	200	691	4.8794
20	200	696	4.70904
20	200	701	4.83518
20	200	706	4.94439
20	200	711	4.90673
20	200	716	4.94215
20	200	721	5.0305
20	200	726	5.04483
20	200	731	4.99501
20	200	736	4.94582
20	200	741	5.20507
20	200	746	5.24399
20	200	751	5.21903
20	200	756	5.4219
20	200	761	5.20803
20	200	766	5.23241
20	200	771	5.43229
20	200	776	5.44649
20	200	781	5.30984
20	200	786	5.31329
20	200	791	5.48243
20	200	796	5.58664
20	200	801	5.49687
20	200	806	5.6807
20	200	811	5.55417
20	200	816	5.55371
20	200	821	5.88382
20	200	826	5.71605
20	200	831	5.68152
20	200	836	5.75902
20	200	841	5.9054
20	200	846	5.99807
20	200	851	6.00913
20	200	856	5.89902
20	200	861	5.99902
20	200	866	6.24592
20	200	871	6.09121
20	200	876	6.05855
20	200	881	6.27428
20	200	886	6.33279
20	200	891	6.30334
20	200	896	6.16457
20	200	901	6.32769
20	200	906	6.41468
20	200	911	6.42875
20	200	916	6.36097
20	200	921	6.6016
20	200	926	6.40539
20	200	931	6.44954
20	200	936	7.18605
20	200	941	8.55192
20	200	946	7.53071
20	200	951	6.86488
20	200	956	6.68363
20	200	961	6.84094
20	200	966	6.78002
20	200	971	6.64349
20	200	976	6.94313
